"";"BISE_01";"BISE_02";"BISE_03";"BISE_04";"BISE_05";"BISE_06";"BISE_07";"BISE_08";"BISE_09";"BISE_10";"BISE_11";"BISE_12";"BISE_13";"BISE_14";"BISE_15";"BISE_16";"BISE_17";"BISE_18";"BISE_19";"BISE_20";"BISE_21";"BISE_22";"BISE_23";"BISE_24";"BISE_25";"BISE_26";"BISE_27";"BISE_28";"BISE_29";"BISE_30";"BISE_31";"BISE_32";"BISE_33";"BISE_34";"BISE_35";"BISE_36";"BISE_37";"BISE_38";"BISE_39";"BISE_40";"BISE_41";"BISE_42";"BISE_43";"BISE_44";"BISE_45";"BISE_46";"BISE_47";"BISE_48";"BISE_49";"BISE_50";"BISE_51";"BISE_52";"BISE_53";"BISE_54";"BISE_55";"BISE_56";"BISE_57";"BISE_58";"BISE_59";"BISE_60";"BISE_61";"BISE_62";"BISE_63";"BISE_64"
"BISE_01";0;0,297035331566973;0,297250463302608;0,339614682327465;0,254633867227347;0,274898599652236;0,39161784658878;0,495488355078091;0,434460229547087;0,381634200833322;0,438373843621272;0,606704765120406;0,307611447880979;0,369191875457121;0,406105540615231;0,490602738430287;0,518499156872494;0,308556875647089;0,437588438868238;0,539367154205924;0,409098074742088;0,435322970130236;0,445535189151216;0,356950849821922;0,4711769792905;0,581674278771017;0,422267872533968;0,503694040286723;0,473673834448734;0,396889426184647;0,493386915285427;0,445756681580313;0,44703991403414;0,613838980938669;0,512476274598044;0,382316067416961;0,62831612723257;0,47279752101302;0,483419306234455;0,253419113753173;0,477933067965139;0,517721084930326;0,396579851935649;0,428609100522833;0,381666883604178;0,382727783387989;0,402320712067735;0,38169872943264;0,17184813342819;0,560334143498736;0,380717499560028;0,20897002412976;0,423248841051107;0,567983397105888;0,430351002561953;0,452206788018552;0,384634207953235;0,521473472816102;0,437485626796296;0,485214232098779;0,315254654033194;0,33662847962024;0,389260966619022;0,507529358718771
"BISE_02";0,297035331566973;0;0,214862628803921;0,226999691217439;0,283132439488753;0,34738615604076;0,371425849678554;0,440252286140401;0,384911911838807;0,414234491724976;0,446249823133131;0,521439222993853;0,366508861121208;0,360551914658034;0,380150340803666;0,410767388653088;0,491447584157731;0,359890987219939;0,568379422502366;0,496834445760889;0,425555080451512;0,541867538157154;0,463107823741382;0,306259831479938;0,554760694393736;0,562738594814755;0,48274092285026;0,451257080172205;0,435517757042524;0,430559162454667;0,408259053828987;0,483383540563921;0,386413132248677;0,553884559388506;0,530349454636406;0,436960575771925;0,557672248279192;0,48107330773358;0,501011101614588;0,263290290608143;0,507012539704272;0,473546692955242;0,45356757314517;0,337641769227729;0,363760719940862;0,341576957186791;0,467416889430306;0,268673631623531;0,297210006305162;0,457927660387418;0,440274400906356;0,315853083442417;0,460399697134573;0,499006748957743;0,46772462831244;0,367522033968219;0,414193903486567;0,509297875417186;0,394693545234164;0,447585103282118;0,340533608773626;0,347340815596507;0,324355687870643;0,439839590633172
"BISE_03";0,297250463302608;0,284969867551496;0;0,243188662748882;0,331226097300843;0,253705588329031;0,280375713089271;0,390117734457901;0,394540384498909;0,425414719721776;0,436455163086575;0,598531985121161;0,306490062049604;0,421882863389943;0,483416965144577;0,444958307674243;0,549138270414859;0,362087628098156;0,485220173266318;0,503132851832242;0,360880340912399;0,447726017456695;0,457849682250285;0,296670579011019;0,373059309686046;0,630372231648197;0,397583506877245;0,479982628538026;0,434585676274581;0,524522388727977;0,42326890989013;0,479917859176876;0,407673939070743;0,564957242742629;0,527602938371257;0,363985220928179;0,657360924051133;0,484084002607822;0,457686833375159;0,352197480567729;0,486364117879169;0,479550946894572;0,439454286708164;0,299664879730012;0,387081971324293;0,363152179480675;0,416980217866317;0,358198401064596;0,271042840181213;0,501066116321174;0,399344334338917;0,304607387701876;0,441876119639031;0,554701976731382;0,415158222970454;0,402939165384604;0,462029925151642;0,461948519323708;0,476721896795508;0,532039295049552;0,268752918196948;0,307048872723223;0,348970695176883;0,511769920910539
"BISE_04";0,214862628803921;0,322655906496036;0,437189431671052;0;0,2956082605157;0,233181058547194;0,474699477464045;0,453217509357231;0,426059840532203;0,402389772174002;0,422129571603594;0,539562806334623;0,335205627275352;0,425847119220476;0,445102531178623;0,459364903425567;0,516678134291263;0,41827084115944;0,467635844854772;0,503028341495394;0,348306079235861;0,460768749998955;0,528969559075666;0,296491885251929;0,430563668397644;0,568627537359589;0,42826500890009;0,526998965831434;0,45445578030296;0,43035544879775;0,432295088597234;0,565833503113202;0,521106418690777;0,303707870509093;0,51288382270722;0,424791960130366;0,573884030729599;0,514736549145803;0,525107828647858;0,414198295904851;0,631360976832489;0,505982119385311;0,375535151403662;0,232866739708153;0,364425654299263;0,342492880905993;0,419690226484803;0,271334738770742;0,380145481414482;0,509870325487993;0,568051240427928;0,223777256775665;0,454175360240546;0,468045305548637;0,450805072285419;0,387126851932145;0,5299284355782;0,482569188346862;0,493846773381711;0,466290912817271;0,360628281119689;0,333881932684134;0,311511059598888;0,474759403755877
"BISE_05";0,339614682327465;0,308431185280831;0,366118232196063;0,421278721362619;0;0,237418062824294;0,467202042974321;0,419992552350547;0,379234791449445;0,399654960031298;0,435686066249892;0,499558796751089;0,391337675543688;0,336997985252765;0,428729211036182;0,401198760339343;0,510882823717054;0,362737650425271;0,426631701945204;0,503342134623937;0,292188448941015;0,525055696719098;0,432489937847235;0,4131990614203;0,448121715336818;0,575844989689358;0,324979842442503;0,589546128510113;0,467552084014009;0,4680291814236;0,414216741790349;0,463914290872765;0,479892989371442;0,364480359996545;0,546876974002967;0,41306768292995;0,544780338005454;0,452186768242676;0,470784819658788;0,351862022065111;0,494358548229027;0,468883549039472;0,389799218580068;0,388097854899154;0,347937657173424;0,404403170564434;0,418650999976531;0,423416301440435;0,419577672388997;0,48251358387887;0,478229981144;0,322354973365376;0,446193220822049;0,3745405897736;0,440103574181771;0,28987652782909;0,428170889332467;0,485770587861645;0,619876005870363;0,468990370907813;0,289209757533194;0,32455529888531;0,340648425784104;0,40042557269913
"BISE_06";0,226999691217439;0,307611447880979;0,378753593259465;0,367472430788862;0,409404067772234;0;0,424668160652349;0,473876405922122;0,44312163143385;0,410897089798632;0,44380382734145;0,567366095408724;0,35123929118795;0,391344395692338;0,404525899851286;0,434051681651731;0,437189431671052;0,49880216456558;0,510326419972338;0,496027029895546;0,325811549993615;0,48282447862541;0,450487994141377;0,384718897309973;0,503646443479364;0,294082379735069;0,340072410475279;0,536532442132446;0,474804253825703;0,481064069818873;0,492694530168555;0,554637404902705;0,472057411677789;0,410063720504766;0,498714676694766;0,421030814181639;0,6027315511958;0,482968191657257;0,404789432596477;0,473148934499136;0,633015590836496;0,485331052864195;0,36179856055298;0,294275257558135;0,410428531827144;0,350107122541988;0,446065863861882;0,290401544095115;0,396404225927067;0,490090103587752;0,594859385393111;0,365265390645387;0,37742920349759;0,463222198570977;0,432237577974308;0,329767813897744;0,483807946861597;0,495604320484331;0,54761381164566;0,400484173101195;0,333044274339229;0,38352675845296;0,285620946595962;0,41137757241249
"BISE_07";0,243188662748882;0,366508861121208;0,372506213291597;0,268360044367428;0,361850474818233;0,294082379735069;0;0,45014986569072;0,405313716933487;0,439900707161213;0,499421567318637;0,494888202327794;0,321625648236018;0,472093351594582;0,468887317235501;0,395497707867189;0,366118232196063;0,49015022704872;0,444389547694338;0,526715888900713;0,309335325588697;0,473933537848419;0,496126591156082;0,361601122782115;0,47987111289249;0,325286177940548;0,437088287596337;0,614514207563373;0,43605978711802;0,602851127329224;0,408660034080315;0,501543407747778;0,411893952946949;0,350455438325102;0,567858882143018;0,472110609262251;0,505569569165672;0,483677303214132;0,558506292048063;0,470165048152451;0,576750466952065;0,46780422621155;0,450918644341389;0,414716655565763;0,354517613233876;0,36719632502422;0,388150284741499;0,320192557255696;0,448299456162168;0,441876679573964;0,509711379561075;0,409561812534359;0,510402588773267;0,414359626480553;0,473275290896328;0,264340928037863;0,428328498717083;0,554852131787935;0,575975514381583;0,450773718296391;0,317874673331579;0,291094547613102;0,200160636834765;0,392427488825136
"BISE_08";0,254633867227347;0,306490062049604;0,325626896268562;0,319772266715528;0,271057218212428;0,325286177940548;0,245960441455585;0;0,487751076660841;0,452989167494131;0,40189569628887;0,516479356482102;0,322825576593016;0,423756285873793;0,308134939429351;0,395262718830645;0,378753593259465;0,486415284895037;0,45736091358011;0,638976130239813;0,275229007446743;0,482326513736515;0,625927105743182;0,410139692401065;0,451741026081369;0,295600680488849;0,39458899086841;0,560049535584813;0,471971054631295;0,538371195028998;0,4352655674326;0,450724040893141;0,519409549699923;0,400301324349317;0,552944941911456;0,38257113049326;0,548744598291605;0,517044766243865;0,50670457201417;0,374808337234094;0,498438402953622;0,466911087304188;0,42275204573134;0,337831294652068;0,387143747831127;0,309365699992162;0,507318287717986;0,322991228564099;0,433149303506282;0,468052459199769;0,443134005229664;0,301085957513667;0,448749737365346;0,40278284535639;0,447093506462526;0,450746292206152;0,368248483687019;0,576437681890529;0,512271946873626;0,446088018252749;0,516306952059728;0,477215515358461;0,129455833665236;0,400646407721132
"BISE_09";0,283132439488753;0,335205627275352;0,291891102891646;0,409098074742088;0,286842101208049;0,295600680488849;0,290683871484648;0,295451768636164;0;0,401712376886527;0,424400909406857;0,284969867551496;0,311400699674628;0,4295077899242;0,380339152848713;0,412185318610776;0,372506213291597;0,478379263679996;0,408763416649182;0,561796744896109;0,430361496842579;0,523220511519891;0,542097095441573;0,535541115721287;0,549909380189466;0,332938985457587;0,450767485886574;0,510734501854766;0,414508425319775;0,631227067923165;0,446363418186548;0,518049911144968;0,32160092842218;0,400226375505134;0,543713190476301;0,432526202486083;0,337504497560054;0,509880722350625;0,502281639168419;0,452394967230929;0,567631762578618;0,569277786993479;0,409496817853507;0,412651153654283;0,312754822646968;0,440188537970471;0,338689964255959;0,40087950555034;0,346728459373587;0,478158781703834;0,484772797719313;0,313861362750652;0,414644529580018;0,366975333749068;0,38907990755989;0,256877489895282;0,460552671485432;0,591320337718476;0,484243291488456;0,456706022195425;0,423880758114696;0,402967311348083;0,291749297084477;0,221260330120598
"BISE_10";0,331226097300843;0,391337675543688;0,300462922879462;0,425555080451512;0,396879845559152;0,332938985457587;0,323477942290381;0,385064781012005;0,244359357491377;0;0,472744030448411;0,322655906496036;0,343517290939418;0,401231939307426;0,367846484219654;0,395070557398795;0,325626896268562;0,463378141662283;0,502131724526524;0,637171548153242;0,481835593990514;0,419332201274189;0,622047855128373;0,352351494014679;0,529413052215751;0,347143793991886;0,408627872062285;0,572675519878727;0,417128152572236;0,588089358427086;0,471559484929375;0,480333831546458;0,392025072962366;0,39996709199218;0,512417817454904;0,369513879992081;0,271443313085669;0,427925275248301;0,512248985062109;0,406072921533017;0,503687918277047;0,500927038394607;0,452022297394062;0,456488587597769;0,225192834777462;0,300594492237759;0,398059595069589;0,454284451656946;0,422646445774035;0,477249060708081;0,401988354618234;0,303251589087336;0,414207582823589;0,210085196792117;0,479255195207485;0,328761951137718;0,418613965866449;0,534954536587172;0,530077619005829;0,45644969595678;0,474878689358197;0,466317716450903;0,196188266931037;0,260459063597276
