"LECA_id";"Site";"Parcelle";"Echantillon";"Repet";"Couples";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16"
"BISE59_d";"ThLaq";"Int";3;4;"H+";3;47;12;20;1;12;3;0;11;8;0;3;0;0;126;59
"BISE60_a";"ThLaq";"Int";4;1;"H+";3;44;16;21;1;13;6;0;12;10;0;4;0;0;159;78
"BISE60_b";"ThLaq";"Int";4;2;"H+";1;28;14;13;1;13;6;0;11;4;0;2;0;0;151;58
"BISE60_c";"ThLaq";"Int";4;3;"H+";4;40;14;23;1;13;7;0;10;7;0;1;0;0;139;64
"BISE60_d";"ThLaq";"Int";4;4;"H+";2;40;13;21;1;14;6;0;13;7;1;1;0;0;157;74
"BISE61_a";"ThLaq";"Ext";1;1;"H-";4;49;11;24;1;16;2;0;7;6;0;3;1;0;143;74
"BISE61_b";"ThLaq";"Ext";1;2;"H-";4;41;13;26;1;17;2;0;14;6;1;3;0;0;169;74
"BISE61_c";"ThLaq";"Ext";1;3;"H-";3;54;15;32;1;16;5;0;12;7;0;4;0;0;152;85
"BISE61_d";"ThLaq";"Ext";1;4;"H-";3;39;13;22;1;15;3;0;8;6;0;4;0;0;157;75
"BISE62_a";"ThLaq";"Ext";2;1;"H-";2;52;15;22;2;14;4;0;9;7;1;3;1;0;129;72
"BISE62_b";"ThLaq";"Ext";2;2;"H-";3;52;14;25;2;15;3;1;8;6;0;3;0;0;142;79
"BISE62_c";"ThLaq";"Ext";2;3;"H-";3;59;16;27;2;17;5;0;12;8;0;3;0;0;145;86
"BISE62_d";"ThLaq";"Ext";2;4;"H-";2;49;15;27;2;13;4;0;12;6;0;3;0;0;131;76
"BISE63_a";"ThLaq";"Ext";3;1;"H-";5;64;15;25;1;16;4;1;8;8;1;3;0;0;170;74
"BISE63_b";"ThLaq";"Ext";3;2;"H-";3;38;12;18;0;15;2;0;6;6;0;3;1;0;135;58
"BISE63_c";"ThLaq";"Ext";3;3;"H-";3;39;8;25;0;13;4;1;9;7;0;2;0;0;126;63
"BISE63_d";"ThLaq";"Ext";3;4;"H-";3;49;13;24;2;15;5;2;11;6;0;3;1;0;158;71
"BISE64_a";"ThLaq";"Ext";4;1;"H-";3;66;18;24;1;16;4;0;8;9;1;4;0;0;170;86
"BISE64_b";"ThLaq";"Ext";4;2;"H-";3;64;14;18;1;13;4;1;6;9;1;4;0;0;130;68
"BISE64_c";"ThLaq";"Ext";4;3;"H-";3;61;14;22;1;17;4;0;7;7;1;3;0;0;137;78
"BISE64_d";"ThLaq";"Ext";4;4;"H-";3;68;14;20;1;16;4;1;8;7;1;3;0;0;157;79
