"";"P1";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10";"P11";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"P29";"P30"
"P11";0,0788316578802865;0,0728259867676544;0,0958769448286555;0,177640229534315;0,169368691635324;0,181723761415942;0,111537146536826;0,0836083834569359;0,117608153953554;0,0909614205862354;0;0,0944578830730023;0,0830730859465081;0,163288282566719;0,177029895189637;0,169368691635324;0,192869617561525;0,218181476074339;0,0971241588788675;0,109368419913447;0,0624659640073465;0,0864820902569716;0,120583295563604;0,0843801102753253;0,13395440585429;0,0696777024960786;0,0543947199800715;0,0852483612641059;0,0821320338049249;0,062010624647782
"P12";0,0805068057381571;0,0659915909690914;0,0944578830730023;0,170761103851907;0,1799155863174;0,177995485616737;0,0971241588788675;0,0852631442138541;0,133934171389503;0,110254575880627;0,0424432160758494;0;0,0646409460972439;0,147012428284804;0,179021929934267;0,1799155863174;0,157920985184151;0,173616228099722;0,0662198713691358;0,0714648993877553;0,0797354145556749;0,0863154316720875;0,134502305051099;0,120067232281112;0,116564255932309;0,111846082484929;0,0386287743694124;0,0332792650787664;0,0785457512759491;0,0885962515158438
"P13";0,0807677685136064;0,128884700026903;0,118056934615165;0,213312964355483;0,185864578271146;0,224933483666006;0,0662198713691358;0,106235745622763;0,0778940545546031;0,157705808362542;0,1339809102392;0,120067232281112;0;0,177640229534315;0,214798929302248;0,185864578271146;0,198909959875887;0,213587141318379;0,083342520448543;0,137127227782428;0,131423598135698;0,140809015500865;0,134847425248184;0,100023734165262;0,0886639424618667;0,0693989015430702;0,0707027073566951;0,0740656969888878;0,0879206459518758;0,0439905512148629
"P14";0,04855576905288;0,0832177001861443;0,0572230801071873;0,203486686294361;0,188993107974377;0,20277831132775;0,083342520448543;0,0612335990998714;0,0946569159137695;0,129336935852205;0,101446371258703;0,100023734165262;0,0845570877838402;0;0,172106175204398;0,188993107974377;0,217789786513915;0,214099215217226;0,0814456346273388;0,0836083834569359;0,0927906696597515;0,116799569576547;0,117025908070471;0,121432046065724;0,10691062038794;0,118440135815923;0,0831524239551348;0,0624913824465322;0,0768202241152742;0,0577417911614563
"P15";0,0715143349675722;0,105296790372683;0,0927801266108328;0,188796206617433;0,174959588224758;0,176460355255541;0,0814456346273388;0,0719706867758686;0,0672311388333542;0,139872341807304;0,0996705332631992;0,121432046065724;0,0945622545046928;0,0614743042792531;0;0,174959588224758;0,204142527765547;0,176318079287548;0,0834801077034615;0,0852631442138541;0,153278255491973;0,124519842893197;0,0424432160758494;0,0484313565543462;0,114942946984663;0,084295772254591;0,108722996063451;0,0844341579082104;0,04715530184265;0,0825748365457177
"P16";0,0753935385579952;0,0751009121940484;0,0926829934975686;0,198036221117257;0,208545989048021;0,210259682100617;0,0834801077034615;0,101905041802729;0,15089828248819;0,128149196874032;0,0762460235166756;0,0484313565543462;0,118842556246527;0,0982971535231519;0,108172897101143;0;0,173862353302246;0,186158463931788;0,110924480127058;0,106235745622763;0,117608153953554;0,0909614205862354;0,1339809102392;0,0692139308165439;0,119909110737704;0,108172897101143;0,0934094903656605;0,0946993297107939;0,0769633083163853;0,033579636688306
"P17";0,0474050770382457;0,0693074294579529;0,0489440702224666;0,225175069876617;0,211047737089953;0,231095659102671;0,110924480127058;0,0878116642582144;0,120698714973052;0,105294111820285;0,0761330959031157;0,0692139308165439;0,112755699748413;0,0548830528099641;0,0896770302548826;0,0668497910616961;0;0,209317845309712;0,131535075032088;0,0612335990998714;0,133934171389503;0,110254575880627;0,101446371258703;0,0957026605801091;0,11429712683379;0,0896770302548826;0,0649003392281701;0,0552751609279739;0,0730370738411315;0,0610474796623807
"P18";0,0661211143604314;0,0702083898738181;0,0831216804945496;0,230181550230352;0,216357015765502;0,218181476074339;0,131535075032088;0,114459581748322;0,0990613898443615;0,117229634488799;0,0686106974234503;0,0957026605801091;0,13395440585429;0,088800496316237;0,075417549439372;0,0936371517052834;0,0750419339690558;0;0,0786569861173569;0,0719706867758686;0,0778940545546031;0,157705808362542;0,0996705332631992;0,0776483771139517;0,134429467424205;0,075417549439372;0,101714573777676;0,0633344858403255;0,0759581441142395;0,09063391469702
"P19";0,0750233866350725;0,0560366840110839;0,0906301994797578;0,174332021669263;0,161252005309797;0,173616228099722;0,0786569861173569;0,0510302401678982;0,106468705633263;0,143873093298058;0,0843801102753253;0,0776483771139517;0,116564255932309;0,084295772254591;0,0711859662508633;0,0866431055605519;0,081003948119627;0,084687043153996;0;0,101905041802729;0,0946569159137695;0,129336935852205;0,0762460235166756;0,0995412377369592;0,0905351569489186;0,0711859662508633;0,0639157178295552;0,0714026950842907;0,0687128956225168;0,0757252779386141
"P20";0,0612781893542721;0,0828353388804078;0,111631905872528;0,196414023322943;0,160421057147604;0,213587141318379;0,0825750604040103;0,083620020833731;0,0668635283664544;0,123027586133173;0,0951088900923063;0,0995412377369592;0,0886639424618667;0,0929965487854996;0,079419651377615;0,103291627041985;0,0731510743440818;0,0654171958793615;0,0714026950842907;0;0,0672311388333542;0,139872341807304;0,0761330959031157;0,0873484905658366;0,132267339979121;0,079419651377615;0,0750419339690558;0,0646704948280554;0,078354979713591;0,0813743490091749
"P21";0,0397006740448277;0,0644216691068867;0,0560574397867762;0,216421290602464;0,183126539177974;0,214099215217226;0,10558797657065;0,0827837456106091;0,102780210458345;0,111963018924442;0,079980107240126;0,0873484905658366;0,10691062038794;0,0619325389964331;0,0726542188771582;0,0823266863175313;0,0427583545454996;0,0702083898738181;0,0646704948280554;0,0683002412398429;0;0,128149196874032;0,0686106974234503;0,0459527517624954;0,127063060555834;0,0726542188771582;0,081003948119627;0,0724778941941707;0,0689874002365418;0,0922892813338882
"P22";0,0753029145317307;0,0607157672597039;0,0892433025913447;0,177029895189637;0,182978054365484;0,176318079287548;0,0730706233932643;0,0757958921158483;0,122958568783083;0,119988434900261;0,0706786695479097;0,0459527517624954;0,114942946984663;0,0829651309082177;0,116440296896162;0,0543947199800715;0,06970853946485;0,0906190197243554;0,0724778941941707;0,0774125210223236;0,0879206459518758;0;0,0843801102753253;0,0197762119486963;0,127354206669713;0,116440296896162;0,0731510743440818;0,0564848563133865;0,0322095325668568;0,0752401741400456
"P23";0,0699936440260969;0,0557430602822886;0,0830730859465081;0,179021929934267;0,188030606449956;0,186158463931788;0,0819051770630444;0,0817805921773209;0,13962678209932;0,117724573290569;0,0617298081496993;0,0197762119486963;0,119909110737704;0,0886756801808306;0,0988389293363695;0,0386287743694124;0,0587989866438483;0,0852483612641059;0,0564848563133865;0,0833957421637098;0,0768202241152742;0,0322095325668568;0;0,062010624647782;0,11656425593231;0,0988389293363695;0,0427583545454996;0,0845024876755563;0,0623684771599507;0,0773670110118976
"P24";0,0631342065400525;0,0500210001829734;0,0646409460972439;0,214798929302248;0,212422130996055;0,209317845309712;0,113183030434091;0,102385425588893;0,0983617055857606;0,110445220551731;0,0686269418952909;0,062010624647782;0,11429712683379;0,0823052432612762;0,0809663774423368;0,0707027073566951;0,0517279143122182;0,0332792650787664;0,0845024876755563;0,0653811547064251;0,04715530184265;0,0623684771599507;0,0521716461128786;0;0,0614743042792531;0,0809663774423368;0,06970853946485;0,0785561346677464;0,0690058503879549;0,082978906360418
"P25";0,0700234252612466;0,0784033031552042;0,0959856690186536;0,172106175204398;0,17016533727684;0,179432989670264;0,0984840926301428;0,0633225333281433;0,0997973115469589;0,110415666571738;0,0429168175403261;0,0671942580208848;0,134429467424205;0,0896112888008709;0,076356197450997;0,0831524239551348;0,0817968915553076;0,0740656969888878;0,0785561346677464;0,0778906073977297;0,0769633083163853;0,0690058503879549;0,0641183046065541;0,0739894923420509;0;0,076356197450997;0,0587989866438483;0,0891016118257381;0,0878171674517024;0,0895338490167906
"P26";0,0599111294803243;0,064080910303364;0,076282657717265;0,207031367733123;0,192869617561525;0,206332139054121;0,107736708425769;0,0902775686877032;0,0864820902569716;0,123768208390684;0,076799502724251;0,104593954721423;0,0905351569489186;0,0696777024960786;0,0680691589519486;0,108722996063451;0,0781583117372082;0,0624913824465322;0,0891016118257381;0,0620363236940812;0,0730370738411315;0,0878171674517024;0,099235923451676;0,0579553472457528;0,0825748365457177;0;0,0517279143122182;0,0664513923141214;0,0682370670497933;0,0860461157138242
"P27";0,0919468454801399;0,0659915909690914;0,10635334602114;0,148520980200426;0,157920985184151;0,144606520815868;0,0971241588788675;0,0624659640073465;0,0863154316720875;0,120583295563604;0,0535775972842695;0,0554016620498592;0,132267339979121;0,111846082484929;0,0752675558754186;0,0934094903656605;0,0921608909196783;0,0844341579082104;0,0664513923141214;0,0769237492028805;0,0759581441142395;0,0682370670497933;0,0525870500424643;0,062010624647782;0,033579636688306;0,0813743490091749;0;0,0645900600840863;0,0735130698176882;0,1057840170503
"P28";0,0499174447008182;0,0643269280979765;0,075795303649899;0,212723843683243;0,198909959875887;0,220210193974883;0,0920443691017546;0,0797354145556749;0,140809015500865;0,134502305051099;0,074167235739039;0,0602310962856391;0,127063060555834;0,0693989015430702;0,103648880909575;0,0649003392281701;0,050052967959089;0,0946993297107939;0,0645900600840863;0,0928797243422345;0,0687128956225168;0,0735130698176882;0,0570981278272565;0,0885962515158438;0,0610474796623807;0,0922892813338882;0,082978906360418;0;0,0900887400701113;0,0732113498528956
"P29";0,0713840306792932;0,0841606176366553;0,0886792178739562;0,228431189301524;0,217789786513915;0,226137270178343;0,142917669726296;0,131423598135698;0,116799569576547;0,134847425248184;0,0935661999376803;0,0895338490167906;0,127354206669713;0,118440135815923;0,104290298306795;0,101714573777676;0,0861914496178142;0,0552751609279739;0,095559282378284;0,0821320338049249;0,078354979713591;0,0900887400701113;0,0846964206107256;0,0439905512148629;0,09063391469702;0,0752401741400456;0,0895338490167906;0,1057840170503;0;0,0541889656416438
"P30";0,050453695342565;0,0920108957484684;0,0786054748447772;0,219310043835142;0,204142527765547;0,217025492382424;0,109368419913447;0,0927906696597515;0,124519842893197;0,117025908070471;0,0843801102753253;0,0748491309139938;0,11656425593231;0,084295772254591;0,0828508206778524;0,0639157178295552;0,0650592216674451;0,0633344858403255;0,069306930693075;0,0785457512759491;0,0689874002365418;0,058403203666011;0,053722000841391;0,0577417911614563;0,0757252779386141;0,0773670110118976;0,0860461157138242;0,0732113498528956;0,0541889656416438;0
