"";"resource_TG";"consumer_TG";"interaction_type";"scientificName_consumer";"key_consumer";"scientificName_resource";"key_resource";"cooccur"
"253";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Planococcaceae";"4707";1
"254";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Thermomonosporaceae";"3845";1
"255";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Reyranellaceae";"197_03";1
"256";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Sphingobacteriaceae";"8103";1
"257";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Spirosomaceae";"4893582";1
"258";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Thermoanaerobaculaceae";"25_02";1
"259";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Acetobacteraceae";"4728";1
"260";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Acidothermaceae";"8071";1
"261";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Actinospicaceae";"4902454";1
"262";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Acidimicrobiaceae";"3848";1
"263";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Acidobacteriaceae";"3811";1
"264";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"JG30-KF-CM45";"3_04";1
"265";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Aquaspirillaceae";"362_01";1
"266";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Ktedonobacteraceae";"4899883";1
"267";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Archangiaceae";"4306455";1
"268";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"0319-6G20";"3_01";1
"269";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"67-14";"3_02";1
"270";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Beijerinckiaceae";"7813";1
"271";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Burkholderiaceae";"5438";1
"272";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Catenulisporaceae";"3830";1
"273";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Caulobacteraceae";"4723";1
"274";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Micromonosporaceae";"3838";1
"275";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Isosphaeraceae";"9596100";1
"276";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Alicyclobacillaceae";"4704";1
"277";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Mitochondria";"3_09";1
"278";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Chitinophagaceae";"4903787";1
"279";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Chthoniobacteraceae";"9890342";1
"280";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Chthonomonadaceae";"7481228";1
"281";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Babeliaceae";"3_08";1
"282";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Bacillaceae";"8113";1
"283";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Cyclobacteriaceae";"4903801";1
"284";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Cytophagaceae";"3237749";1
"285";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Devosiaceae";"1221_01";1
"286";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Diplorickettsiaceae";"362_02";1
"287";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Nostocaceae";"2884";1
"288";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Entotheonellaceae";"338_01";1
"289";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Oligoflexaceae";"9497819";1
"290";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Opitutaceae";"5613";1
"291";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Gemmataceae";"9852813";1
"292";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Gemmatimonadaceae";"4721";1
"293";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Geodermatophilaceae";"3833";1
"294";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Neisseriaceae";"5440";1
"295";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Paenibacillaceae";"4706";1
"296";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Paracaedibacteraceae";"197_02";1
"297";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Haliangiaceae";"8942";1
"298";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Heliobacteriaceae";"4714";1
"299";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Hyphomicrobiaceae";"7815";1
"300";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Inquilinaceae";"197_01";1
"301";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Intrasporangiaceae";"3834";1
"302";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Pseudonocardiaceae";"3841";1
"303";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"JG30-KF-AS9";"3_03";1
"304";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Vermiphilaceae";"3_10";1
"305";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Koribacteraceae";"1197_01";1
"306";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Rhizobiaceae";"7818";1
"307";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Rhodanobacteraceae";"9585732";1
"308";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Legionellaceae";"5155";1
"309";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Rhodospirillaceae";"4730";1
"310";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Magnetospirillaceae";"1223_01";1
"311";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Microbacteriaceae";"3837";1
"312";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"SC-I-84";"3_07";1
"313";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Micrococcaceae";"3836";1
"314";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Solibacteraceae";"25_01";1
"315";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Micropepsaceae";"10393148";1
"316";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Microscillaceae";"10240690";1
"317";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Pyrinomonadaceae";"9346095";1
"318";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Moraxellaceae";"9537";1
"319";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Sphingomonadaceae";"8926";1
"320";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Mycobacteriaceae";"8084";1
"321";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Streptomycetaceae";"8091";1
"322";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Nitrosomonadaceae";"5441";1
"323";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Nitrososphaeraceae";"9331787";1
"324";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Nitrosotaleaceae";"2_01";1
"325";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Nitrospiraceae";"4722";1
"326";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Nocardioidaceae";"8087";1
"327";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Schlesneriaceae";"8245257";1
"328";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Polyangiaceae";"4876";1
"329";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Solirubrobacteraceae";"4893819";1
"330";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Gimesiaceae";"1218_01";1
"331";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"OPS17";"3_05";1
"332";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Xanthobacteraceae";"4891652";1
"333";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Xiphinematobacteraceae";"9546";1
"334";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Pirellulaceae";"306_01";1
"335";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Rhodomicrobiaceae";"1221";1
"336";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"P3OB-42";"3_06";1
"337";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Rickettsiaceae";"4647";1
"338";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Thermoactinomycetaceae";"7792";1
"339";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Planococcaceae";"4707";1
"340";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Thermomonosporaceae";"3845";1
"341";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Reyranellaceae";"197_03";1
"342";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Sphingobacteriaceae";"8103";1
"343";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Spirosomaceae";"4893582";1
"344";"bact_sapro";"micro_omnivore";"eats";"Thecofilosea";"9720891";"Thermoanaerobaculaceae";"25_02";1
"345";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Acetobacteraceae";"4728";1
"346";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Acidothermaceae";"8071";1
"347";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Actinospicaceae";"4902454";1
"348";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Acidimicrobiaceae";"3848";1
"349";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Acidobacteriaceae";"3811";1
"350";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"JG30-KF-CM45";"3_04";1
"351";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Aquaspirillaceae";"362_01";1
"352";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Ktedonobacteraceae";"4899883";1
"353";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Archangiaceae";"4306455";1
"354";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"0319-6G20";"3_01";1
"355";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"67-14";"3_02";1
"356";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Beijerinckiaceae";"7813";1
"357";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Burkholderiaceae";"5438";1
"358";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Catenulisporaceae";"3830";1
"359";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Caulobacteraceae";"4723";1
"360";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Micromonosporaceae";"3838";1
"361";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Isosphaeraceae";"9596100";1
"362";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Alicyclobacillaceae";"4704";1
"363";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Mitochondria";"3_09";1
"364";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Chitinophagaceae";"4903787";1
"365";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Chthoniobacteraceae";"9890342";1
"366";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Chthonomonadaceae";"7481228";1
"367";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Babeliaceae";"3_08";1
"368";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Bacillaceae";"8113";1
"369";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Cyclobacteriaceae";"4903801";1
"370";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Cytophagaceae";"3237749";1
"371";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Devosiaceae";"1221_01";1
"372";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Diplorickettsiaceae";"362_02";1
"373";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Nostocaceae";"2884";1
"374";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Entotheonellaceae";"338_01";1
"375";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Oligoflexaceae";"9497819";1
"376";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Opitutaceae";"5613";1
"377";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Gemmataceae";"9852813";1
"378";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Gemmatimonadaceae";"4721";1
"379";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Geodermatophilaceae";"3833";1
"380";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Neisseriaceae";"5440";1
"381";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Paenibacillaceae";"4706";1
"382";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Paracaedibacteraceae";"197_02";1
"383";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Haliangiaceae";"8942";1
"384";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Heliobacteriaceae";"4714";1
"385";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Hyphomicrobiaceae";"7815";1
"386";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Inquilinaceae";"197_01";1
"387";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Intrasporangiaceae";"3834";1
"388";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Pseudonocardiaceae";"3841";1
"389";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"JG30-KF-AS9";"3_03";1
"390";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Vermiphilaceae";"3_10";1
"391";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Koribacteraceae";"1197_01";1
"392";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Rhizobiaceae";"7818";1
"393";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Rhodanobacteraceae";"9585732";1
"394";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Legionellaceae";"5155";1
"395";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Rhodospirillaceae";"4730";1
"396";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Magnetospirillaceae";"1223_01";1
"397";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Microbacteriaceae";"3837";1
"398";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"SC-I-84";"3_07";1
"399";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Micrococcaceae";"3836";1
"400";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Solibacteraceae";"25_01";1
"401";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Micropepsaceae";"10393148";1
"402";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Microscillaceae";"10240690";1
"403";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Pyrinomonadaceae";"9346095";1
"404";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Moraxellaceae";"9537";1
"405";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Sphingomonadaceae";"8926";1
"406";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Mycobacteriaceae";"8084";1
"407";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Streptomycetaceae";"8091";1
"408";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Nitrosomonadaceae";"5441";1
"409";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Nitrososphaeraceae";"9331787";1
"410";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Nitrosotaleaceae";"2_01";1
"411";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Nitrospiraceae";"4722";1
"412";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Nocardioidaceae";"8087";1
"413";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Schlesneriaceae";"8245257";1
"414";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Polyangiaceae";"4876";1
"415";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Solirubrobacteraceae";"4893819";1
"416";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Gimesiaceae";"1218_01";1
"417";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"OPS17";"3_05";1
"418";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Xanthobacteraceae";"4891652";1
"419";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Xiphinematobacteraceae";"9546";1
"420";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Pirellulaceae";"306_01";1
"421";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Rhodomicrobiaceae";"1221";1
"422";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"P3OB-42";"3_06";1
"423";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Rickettsiaceae";"4647";1
"424";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Thermoactinomycetaceae";"7792";1
"425";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Planococcaceae";"4707";1
"426";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Thermomonosporaceae";"3845";1
"427";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Reyranellaceae";"197_03";1
"428";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Sphingobacteriaceae";"8103";1
"429";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Spirosomaceae";"4893582";1
"430";"bact_sapro";"bacterivore";"eats";"Cercozoa_UC";"38_02";"Thermoanaerobaculaceae";"25_02";1
"431";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Acetobacteraceae";"4728";1
"432";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Acidothermaceae";"8071";1
"433";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Actinospicaceae";"4902454";1
"434";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Acidimicrobiaceae";"3848";1
"435";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Acidobacteriaceae";"3811";1
"436";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"JG30-KF-CM45";"3_04";1
"437";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Aquaspirillaceae";"362_01";1
"438";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Ktedonobacteraceae";"4899883";1
"439";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Archangiaceae";"4306455";1
"440";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"0319-6G20";"3_01";1
"441";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"67-14";"3_02";1
"442";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Beijerinckiaceae";"7813";1
"443";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Burkholderiaceae";"5438";1
"444";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Catenulisporaceae";"3830";1
"445";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Caulobacteraceae";"4723";1
"446";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Micromonosporaceae";"3838";1
"447";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Isosphaeraceae";"9596100";1
"448";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Alicyclobacillaceae";"4704";1
"449";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Mitochondria";"3_09";1
"450";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Chitinophagaceae";"4903787";1
"451";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Chthoniobacteraceae";"9890342";1
"452";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Chthonomonadaceae";"7481228";1
"453";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Babeliaceae";"3_08";1
"454";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Bacillaceae";"8113";1
"455";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Cyclobacteriaceae";"4903801";1
"456";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Cytophagaceae";"3237749";1
"457";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Devosiaceae";"1221_01";1
"458";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Diplorickettsiaceae";"362_02";1
"459";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Nostocaceae";"2884";1
"460";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Entotheonellaceae";"338_01";1
"461";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Oligoflexaceae";"9497819";1
"462";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Opitutaceae";"5613";1
"463";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Gemmataceae";"9852813";1
"464";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Gemmatimonadaceae";"4721";1
"465";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Geodermatophilaceae";"3833";1
"466";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Neisseriaceae";"5440";1
"467";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Paenibacillaceae";"4706";1
"468";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Paracaedibacteraceae";"197_02";1
"469";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Haliangiaceae";"8942";1
"470";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Heliobacteriaceae";"4714";1
"471";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Hyphomicrobiaceae";"7815";1
"472";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Inquilinaceae";"197_01";1
"473";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Intrasporangiaceae";"3834";1
"474";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Pseudonocardiaceae";"3841";1
"475";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"JG30-KF-AS9";"3_03";1
"476";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Vermiphilaceae";"3_10";1
"477";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Koribacteraceae";"1197_01";1
"478";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Rhizobiaceae";"7818";1
"479";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Rhodanobacteraceae";"9585732";1
"480";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Legionellaceae";"5155";1
"481";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Rhodospirillaceae";"4730";1
"482";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Magnetospirillaceae";"1223_01";1
"483";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Microbacteriaceae";"3837";1
"484";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"SC-I-84";"3_07";1
"485";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Micrococcaceae";"3836";1
"486";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Solibacteraceae";"25_01";1
"487";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Micropepsaceae";"10393148";1
"488";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Microscillaceae";"10240690";1
"489";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Pyrinomonadaceae";"9346095";1
"490";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Moraxellaceae";"9537";1
"491";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Sphingomonadaceae";"8926";1
"492";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Mycobacteriaceae";"8084";1
"493";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Streptomycetaceae";"8091";1
"494";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Nitrosomonadaceae";"5441";1
"495";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Nitrososphaeraceae";"9331787";1
"496";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Nitrosotaleaceae";"2_01";1
"497";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Nitrospiraceae";"4722";1
"498";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Nocardioidaceae";"8087";1
"499";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Schlesneriaceae";"8245257";1
"500";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Polyangiaceae";"4876";1
"501";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Solirubrobacteraceae";"4893819";1
"502";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Gimesiaceae";"1218_01";1
"503";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"OPS17";"3_05";1
"504";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Xanthobacteraceae";"4891652";1
"505";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Xiphinematobacteraceae";"9546";1
"506";"bact_sapro";"nema_bact";"eats";"Cephalobidae";"2560";"Pirellulaceae";"306_01";1
