consumer_gbif_key,consumer_rank,consumer_name,interaction_type,resource_name,resource_gbif_key,resource_rank,reference,remark
8188029,SPECIES,Pyxidium tardigradum,eats,Bacteria,3,KINGDOM,Foissner 1998,
7776664,SPECIES,Rhopalophrya elegans,eats,Bacteria,3,KINGDOM,Foissner 1998,
8254606,SPECIES,Rostrophryides australis,eats,Bacteria,3,KINGDOM,Foissner 1998,
7509606,SPECIES,Sagittaria hyalina,eats,Bacteria,3,KINGDOM,Foissner 1998,
3236046,FAMILY,Salpingoecidae,eats,Bacteria,3,KINGDOM,,pred1 intercepteur
7399453,SPECIES,Sathrophilus muscorum,eats,Bacteria,3,KINGDOM,Foissner 1998,
7819315,SPECIES,Semiplatyophrya foissneri,eats,Bacteria,3,KINGDOM,Foissner 1998,
9281454,FAMILY,Siluaniidae,eats,Bacteria,3,KINGDOM,,pred1 intercepteur
9797892,ORDER,Euglyphida,eats,Bacteria,3,KINGDOM,,pred1 assoc au substrat
8158554,SPECIES,Stammeridium kahli,eats,Bacteria,3,KINGDOM,Foissner 1998,
4920982C1,FAMILY,Stemonitidae,eats,Bacteria,3,KINGDOM,,pred1 assoc au substrat
8157265,FAMILY,Stephanoecidae,eats,Bacteria,3,KINGDOM,,pred1 intercepteur
7815322,SPECIES,Sterkiella histriomuscorum,eats,Bacteria,3,KINGDOM,Foissner 1998,
7650617,SPECIES,Sterkiella similis,eats,Bacteria,3,KINGDOM,Foissner 1998,
8412563,SPECIES,Sterkiella thompsoni,eats,Bacteria,3,KINGDOM,Foissner 1998,
8354794,SPECIES,Stichotricha aculeata,eats,Bacteria,3,KINGDOM,Foissner 1998,
8199648,SPECIES,Stylonychia bifaria,eats,Bacteria,3,KINGDOM,Foissner 1998,
8008384,SPECIES,Stylonychia mytilus,eats,Bacteria,3,KINGDOM,Foissner 1998,
7894445,SPECIES,Stylonychia pustulata,eats,Bacteria,3,KINGDOM,Foissner 1998,
8191111,SPECIES,Tachysoma humicola,eats,Bacteria,3,KINGDOM,Foissner 1998,
8191111,SPECIES,Tachysoma humicola,eats,Bacteria,3,KINGDOM,Foissner 1998,
7897345C1,SPECIES,Tetrahymena terncola,eats,Bacteria,3,KINGDOM,Foissner 1998,
8125679,SPECIES,Telotrochidium cylindricum,eats,Bacteria,3,KINGDOM,Foissner 1998,
7803675,SPECIES,Terricirra livida,eats,Bacteria,3,KINGDOM,Foissner 1998,
7694891,SPECIES,Terricirra matsusakai,eats,Bacteria,3,KINGDOM,Foissner 1998,
7388836,SPECIES,Terricirra viridis,eats,Bacteria,3,KINGDOM,Foissner 1998,
8139004,SPECIES,Tetrahymena edaphoni,eats,Bacteria,3,KINGDOM,Foissner 1998,
7866224,SPECIES,Tetrahymena rostrata,eats,Bacteria,3,KINGDOM,Foissner 1998,
4378164,FAMILY,Thaumatomastigidae,eats,Bacteria,3,KINGDOM,,pred1 assoc au substrat
7707822,SPECIES,Thuricola innixa,eats,Bacteria,3,KINGDOM,Foissner 1998,
7554259,SPECIES,Thylakidium typicum,eats,Bacteria,3,KINGDOM,Foissner 1998,
7780989,SPECIES,Trihymena terricola,eats,Bacteria,3,KINGDOM,Foissner 1998,
3235224,FAMILY,Trinematidae,eats,Bacteria,3,KINGDOM,,pred1 assoc au substrat
7810622,SPECIES,Trithigmostoma bavariensis,eats,Bacteria,3,KINGDOM,Foissner 1998,
8261462,SPECIES,Urliella terticola,eats,Bacteria,3,KINGDOM,Foissner 1998,
8199022,SPECIES,Uroleptus lepisma,eats,Bacteria,3,KINGDOM,Foissner 1998,
7510309,SPECIES,Uroleptus musculus,eats,Bacteria,3,KINGDOM,Foissner 1998,
8283897,SPECIES,Uronema nigricans,eats,Bacteria,3,KINGDOM,Foissner 1998,
8196207,SPECIES,Urosoma cienkowskii,eats,Bacteria,3,KINGDOM,Foissner 1998,
7623590,SPECIES,Urosoma karinae,eats,Bacteria,3,KINGDOM,Foissner 1998,
8011757,SPECIES,Urosoma macrostyla,eats,Bacteria,3,KINGDOM,Foissner 1998,
7770200,SPECIES,Urosoma octonucleata,eats,Bacteria,3,KINGDOM,Foissner 1998,
8091504,SPECIES,Urosomoida agiliformis,eats,Bacteria,3,KINGDOM,Foissner 1998,
7969533,SPECIES,Urosomoida agilis,eats,Bacteria,3,KINGDOM,Foissner 1998,
8298972,SPECIES,Urosomoida antarctica,eats,Bacteria,3,KINGDOM,Foissner 1998,
7717324,SPECIES,Urosomoida dorsiincisura,eats,Bacteria,3,KINGDOM,Foissner 1998,
7918204,SPECIES,Urosomoida granulifera,eats,Bacteria,3,KINGDOM,Foissner 1998,
7950441,SPECIES,Vaginicola chaperoni,eats,Bacteria,3,KINGDOM,Foissner 1998,
7505219,SPECIES,Vaginicola doliolum,eats,Bacteria,3,KINGDOM,Foissner 1998,
8103918,SPECIES,Vaginicola terricola,eats,Bacteria,3,KINGDOM,Foissner 1998,
7637050,SPECIES,Vaginicola virgula,eats,Bacteria,3,KINGDOM,Foissner 1998,
7351754C1,SPECIES,Vorticella astyliformis,eats,Bacteria,3,KINGDOM,Foissner 1998,
7525562,SPECIES,Vorticella infusionum,eats,Bacteria,3,KINGDOM,Foissner 1998,
8109018,SPECIES,Vorticella lichenicola,eats,Bacteria,3,KINGDOM,Foissner 1998,
7813028,SPECIES,Vorticella microstoma,eats,Bacteria,3,KINGDOM,Foissner 1998,
7612863,SPECIES,Vorticella muralis,eats,Bacteria,3,KINGDOM,Foissner 1998,
7876435,SPECIES,Vorticella operculariformis,eats,Bacteria,3,KINGDOM,Foissner 1998,
7578445,SPECIES,Vorticella similis,eats,Bacteria,3,KINGDOM,Foissner 1998,
7964734,SPECIES,Wallackia bujoreani,eats,Bacteria,3,KINGDOM,Foissner 1998,
8402186,SPECIES,Woodruffia australis,eats,Bacteria,3,KINGDOM,Foissner 1998,
2555201,SPECIES,Rhizoctonia solani,parasiteOf,Balsaminaceae,6699,FAMILY,GLoBi,the first 15 families in terms of listed interactions
5262297,SPECIES,Phoma herbarum,parasiteOf,Berberis,3033893,GENUS,FungalDataBase,
2513144,GENUS,Protomyces,parasiteOf,Berula erecta,3034699,SPECIES,FungalDataBase,
2130185,SPECIES,Tetranychus urticae,parasiteOf,Beta vulgaris,8971274,SPECIES,https://www.cabi.org/isc/datasheet/53366,
5262297,SPECIES,Phoma herbarum,parasiteOf,Betonica officinalis,2927280,SPECIES,FungalDataBase,
7589559,CLASS,Litostomatea,eats,Bicosoecidae,7957238C1,FAMILY,,pred2 assoc au substrat
2626969,SPECIES,Olpidium brassicae,parasiteOf,Bidens,3105856,GENUS,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Bituminaria bituminosa,2952882,SPECIES,FungalDataBase,
2555201,SPECIES,Rhizoctonia solani,parasiteOf,Brassicaceae,3112,FAMILY,GLoBi,the first 15 families in terms of listed interactions
1162125,GENUS,Agriotes,eats,Brassicaceae,3112,FAMILY,https://www.brc.ac.uk/DBIF/invertebrates.aspx,
8011702,GENUS,Athous,eats,Brassicaceae,3112,FAMILY,https://www.brc.ac.uk/DBIF/invertebrates.aspx,
3540111,SPECIES,Leptosphaeria biglobosa,parasiteOf,Brassicaceae,3112,FAMILY,Funguild,
2626969,SPECIES,Olpidium brassicae,parasiteOf,Brassicaceae,3112,FAMILY,Funguild,
2626969,SPECIES,Olpidium brassicae,parasiteOf,Bromus,2703642,GENUS,FungalDataBase,
3204289,SPECIES,Polymyxa graminis,parasiteOf,Bromus inermis,2703670,SPECIES,FungalDataBase,
3204289,SPECIES,Polymyxa graminis,parasiteOf,Bromus tectorum,2703746,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Bryonia alba,2874497,SPECIES,FungalDataBase,
1419844,GENUS,Forficula,eats,Bryophyta,35,PHYLUM,albouy & Caussanel (1990) Faune de France 75.,
5262297,SPECIES,Phoma herbarum,parasiteOf,Buddleja,9418333,GENUS,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Buxus,2984666,GENUS,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Buxus balearica,3988113,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Cajanus cajan,2960383,SPECIES,FungalDataBase,
9180955,GENUS,Herpetomonas,parasiteOf,Calliphoridae,3335,FAMILY,Animal Parasites: Their Life Cycles and Ecology,
2130185,SPECIES,Tetranychus urticae,parasiteOf,Callistephus chinensis,3092946,SPECIES,https://www.cabi.org/isc/datasheet/53366,
2130185,SPECIES,Tetranychus urticae,parasiteOf,Camellia sinensis,3189635,SPECIES,https://www.cabi.org/isc/datasheet/53366,
5262297,SPECIES,Phoma herbarum,parasiteOf,Cannabis sativa,5361880,SPECIES,FungalDataBase,
2130185,SPECIES,Tetranychus urticae,parasiteOf,Capsicum,2932937,GENUS,https://www.cabi.org/isc/datasheet/53366,
2130185,SPECIES,Tetranychus urticae,parasiteOf,Capsicum annuum,2932944,SPECIES,https://www.cabi.org/isc/datasheet/53366,
2626969,SPECIES,Olpidium brassicae,parasiteOf,Carex,2721893,GENUS,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Carex,2721893,GENUS,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Carica papaya,2874484,SPECIES,FungalDataBase,
2130185,SPECIES,Tetranychus urticae,parasiteOf,Carica papaya,2874484,SPECIES,https://www.cabi.org/isc/datasheet/53366,
2513144,GENUS,Protomyces,parasiteOf,Carum carvi,3034714,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Carya illinoensis,4205617,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Cassia occidentalis,2963414,GENUS,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Castilleja arachnoidea,3170590,SPECIES,FungalDataBase,
2130185,SPECIES,Tetranychus urticae,parasiteOf,Catharanthus roseus,3169830,SPECIES,https://www.cabi.org/isc/datasheet/53366,
5262297,SPECIES,Phoma herbarum,parasiteOf,Centaurea scabiosa,8087525,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Centaurea solstitialis,3128888,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Cerastium alpinum,3085450,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Cerastium arvense,3085433,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Cerastium cerastoides,6364299,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Cerastium viscosum,2873815C1,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Cerastium vulgatum,2873815C2,SPECIES,FungalDataBase,
8229102,CLASS,Colpodea,eats,Cercomonadidae,2164,FAMILY,,pred2 assoc au substrat
128048854,KINGDOM,Leptophryidae,eats,Cercomonadidae,2164,FAMILY,,pred2 assoc au substrat
2329C1,FAMILY,Nucleariidae,eats,Cercomonadidae,2164,FAMILY,,pred2 assoc au substrat
7982209,CLASS,Spirotrichea,eats,Cercomonadidae,2164,FAMILY,,pred2 assoc au substrat
6586,FAMILY,Vampyrellidae,eats,Cercomonadidae,2164,FAMILY,,pred2 assoc au substrat
2513144,GENUS,Protomyces,parasiteOf,Chaerophyllum hirsutum,6027328,SPECIES,FungalDataBase,
1162125,GENUS,Agriotes,eats,Chenopodiaceae,6719,FAMILY,https://www.brc.ac.uk/DBIF/invertebrates.aspx,
8011702,GENUS,Athous,eats,Chenopodiaceae,6719,FAMILY,https://www.brc.ac.uk/DBIF/invertebrates.aspx,
5262297,SPECIES,Phoma herbarum,parasiteOf,Chenopodium album,3083838,SPECIES,FungalDataBase,
8229102,CLASS,Colpodea,eats,Chlamydophryidae,3235907,FAMILY,,pred2 assoc au substrat
128048854,KINGDOM,Leptophryidae,eats,Chlamydophryidae,3235907,FAMILY,,pred2 assoc au substrat
2329C1,FAMILY,Nucleariidae,eats,Chlamydophryidae,3235907,FAMILY,,pred2 assoc au substrat
7982209,CLASS,Spirotrichea,eats,Chlamydophryidae,3235907,FAMILY,,pred2 assoc au substrat
6586,FAMILY,Vampyrellidae,eats,Chlamydophryidae,3235907,FAMILY,,pred2 assoc au substrat
7928292,SPECIES,Amphisiella raptans,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
8181547,SPECIES,Apoamphisiella tihanyiensis,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
8006704,SPECIES,Bresslauides australis australis,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7893724,SPECIES,Cyrtohymena candens,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7689024,SPECIES,Dileptus margaritifer,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
8166778,SPECIES,Frontonia depressa,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
8256548,SPECIES,Hemiamphisiella granulifera,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7858582,SPECIES,Holosticha stueberi,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7566514,SPECIES,Lamtostyla abdita,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7549436,SPECIES,Lamtostyla granulifera,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
8016841,SPECIES,Notohymena rubescens,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
8754583,SPECIES,Oxytricha hengshanensis,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7736897,SPECIES,Oxytricha islandica,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
8024317,SPECIES,Oxytricha tricirrata,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7837768,SPECIES,Parafurgasonia sorex,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7761759,SPECIES,Parakahliella macrostoma,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7505865,SPECIES,Paraurostyla granulifera,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7538897,SPECIES,Pseudouroleptus procerus,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7501409,SPECIES,Pseudourostyla franzi,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
8159328,SPECIES,Spathidium longicaudatum,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7695846,SPECIES,Sterkiella cavicola,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7815322,SPECIES,Sterkiella histriomuscorum,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7560112,SPECIES,Tachysoma granulifera,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7439614,SPECIES,Tricoronella pulchra,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
8199022,SPECIES,Uroleptus lepisma,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7969533,SPECIES,Urosomoida agilis,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
8298972,SPECIES,Urosomoida antarctica,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7717324,SPECIES,Urosomoida dorsiincisura,eats,Chlorarachnea,8594539,CLASS,Foissner 1998,
7764311,SPECIES,Amphisiella magnigranulosa,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
4378322,FAMILY,Apusomonadidae,eats,Chlorophyta,36,PHYLUM,,pred1 assoc au substrat
7868482,SPECIES,Australocirrus octonucleatus,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8307655,SPECIES,Australocirrus oscitans,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7750523,SPECIES,Balantidioides corbifera,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7957238C1,FAMILY,Bicosoecidae,eats,Chlorophyta,36,PHYLUM,,pred1 intercepteur
7811049,SPECIES,Blepharisma lateritium,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8078166,SPECIES,Blepharisma ouatum,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8118209,SPECIES,Bresslaua vorax,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8006704,SPECIES,Bresslauides australis australis,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8022899,SPECIES,Bryometopus atypicus,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8222210,SPECIES,Bryometopus hawaiiensis,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8098413,SPECIES,Bryometopus pseudochilodon,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8108604,SPECIES,Bryometopus sphagni,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8312067,SPECIES,Bursaria truncatella,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
2164,FAMILY,Cercomonadidae,eats,Chlorophyta,36,PHYLUM,,pred1 assoc au substrat
3235907,FAMILY,Chlamydophryidae,eats,Chlorophyta,36,PHYLUM,,pred1 assoc au substrat
7073563,CLASS,Chrysophyceae,eats,Chlorophyta,36,PHYLUM,,pred1 intercepteur
7481101,SPECIES,Cinetochilum margaritaceum,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8181671,SPECIES,Cirrophrya haptica,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7971318,SPECIES,Colpoda cavicola,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7364894,SPECIES,Colpoda cucullus,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7415565,SPECIES,Colpoda magna,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7874482,SPECIES,Colpoda steinii,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7841800,SPECIES,Colpoda variabilis,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8091632,SPECIES,Cyclidium glaucoma,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8107698,SPECIES,Deviata bacilliformis,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7731136,SPECIES,Didinium nasutum,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7689024,SPECIES,Dileptus margaritifer,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8028830,SPECIES,Dimacrocaryon amphileptoides,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
4905099C1,FAMILY,Echinamoebidae,eats,Chlorophyta,36,PHYLUM,,pred1 assoc au substrat
7458170,SPECIES,Eschaneustyla brachytona,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
6584,FAMILY,Euglyphidae,eats,Chlorophyta,36,PHYLUM,,pred1 assoc au substrat
1419844,GENUS,Forficula,eats,Chlorophyta,36,PHYLUM,albouy & Caussanel (1990) Faune de France 75.,
8166778,SPECIES,Frontonia depressa,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8071411,SPECIES,Gastrostyla minima,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7436272,SPECIES,Gastrostyla muscorum,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8118053,SPECIES,Gonostomum strenua,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7620672,GENUS,Halteria grandin,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
2171,FAMILY,Hartmannellidae,eats,Chlorophyta,36,PHYLUM,,pred1 assoc au substrat
8078110,SPECIES,Hausmanniella discoidea,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7737031,SPECIES,Hausmanniella patella,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8253072,SPECIES,Hausmanniella quinquecirrata,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8227189,SPECIES,Hemiamphisiella quadrinucleata,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8274582,SPECIES,Hemisincirra pori,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
4900802,FAMILY,Heteromitidae,eats,Chlorophyta,36,PHYLUM,,pred1 assoc au substrat
7787475,SPECIES,Holosticha tetracirrata,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8167665,SPECIES,Kahliella acrobates,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7642388,SPECIES,Kalometopia duplicata,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7948573,SPECIES,Keronella gracilis,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7435552,SPECIES,Keronopsis algivora,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7788463,SPECIES,Keronopsis alpestris,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7596749,SPECIES,Keronopsis wetzeli,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7712450,SPECIES,Lamtostyla australis,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
3233877,GENUS,Linostoma vorticella,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
4581,FAMILY,Mallomonadaceae,eats,Chlorophyta,36,PHYLUM,,pred1 intercepteur
7459052,SPECIES,Monodinium balbiani,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8699,FAMILY,Myxochloridaceae,eats,Chlorophyta,36,PHYLUM,,pred1 intercepteur
4579,FAMILY,Ochromonadaceae,eats,Chlorophyta,36,PHYLUM,,pred1 intercepteur
7743197,SPECIES,Odontochlamys wisconsinensis,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8006472,CLASS,Oligohymenophorea,eats,Chlorophyta,36,PHYLUM,,pred1 intercepteur
8754583,SPECIES,Oxytricha hengshanensis,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8296495,SPECIES,Oxytricha lanceolata,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7514676,SPECIES,Oxytricha nauplia,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7687728,SPECIES,Oxytricha opisthomuscorum,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7402425,SPECIES,Oxytricha rubripuncta,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7837768,SPECIES,Parafurgasonia sorex,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7461602,SPECIES,Paraholosticha lichenicola,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7551954,SPECIES,Paraholosticha muscicola,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8369369,SPECIES,Paraholosticha nana,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8038938,SPECIES,Pattersoniella vitiphila,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
6585,FAMILY,Paulinellidae,eats,Chlorophyta,36,PHYLUM,,pred1 assoc au substrat
7739586,SPECIES,Phacodinium metchnicoffi,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8062664,SPECIES,Plagiocampa rouxi,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7637408,SPECIES,Platyophrya similis,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8058651,SPECIES,Platyophrya spumacola,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8072867,SPECIES,Platyophrya vorax,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8149010,SPECIES,Platyophryides latus,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8255523,SPECIES,Pseudomicrothorax agilis,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7538897,SPECIES,Pseudouroleptus procerus,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8069432,SPECIES,Psilotricha succisa,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8254606,SPECIES,Rostrophryides australis,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
3236046,FAMILY,Salpingoecidae,eats,Chlorophyta,36,PHYLUM,,pred1 intercepteur
9281454,FAMILY,Siluaniidae,eats,Chlorophyta,36,PHYLUM,,pred1 intercepteur
9797892,ORDER,Euglyphida,eats,Chlorophyta,36,PHYLUM,,pred1 assoc au substrat
7426047,SPECIES,Steinia platystoma,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
4920982C1,FAMILY,Stemonitidae,eats,Chlorophyta,36,PHYLUM,,pred1 assoc au substrat
8157265,FAMILY,Stephanoecidae,eats,Chlorophyta,36,PHYLUM,,pred1 intercepteur
8412563,SPECIES,Sterkiella thompsoni,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8354794,SPECIES,Stichotricha aculeata,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8008384,SPECIES,Stylonychia mytilus,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7894445,SPECIES,Stylonychia pustulata,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
8316594,SPECIES,Stylonychia stylomuscorum,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7560112,SPECIES,Tachysoma granulifera,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7866224,SPECIES,Tetrahymena rostrata,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
4378164,FAMILY,Thaumatomastigidae,eats,Chlorophyta,36,PHYLUM,,pred1 assoc au substrat
3235224,FAMILY,Trinematidae,eats,Chlorophyta,36,PHYLUM,,pred1 assoc au substrat
7510309,SPECIES,Uroleptus musculus,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7696840,SPECIES,Urosoma acuminata,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7680285,SPECIES,Urostyla grandis,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
9397538,FAMILY,Viridiraptoridae,eats,Chlorophyta,36,PHYLUM,,
7813028,SPECIES,Vorticella microstoma,eats,Chlorophyta,36,PHYLUM,Foissner 1998,
7939212,SPECIES,Acineria uncinata,eats,Choanozoa,97,PHYLUM,Foissner 1998,
6145343,SPECIES,Amphisiella binucleata,eats,Choanozoa,97,PHYLUM,Foissner 1998,
8034554,SPECIES,Amphisiella polycirrata,eats,Choanozoa,97,PHYLUM,Foissner 1998,
7405898,SPECIES,Amphisiella vitiphila,eats,Choanozoa,97,PHYLUM,Foissner 1998,
8181547,SPECIES,Apoamphisiella tihanyiensis,eats,Choanozoa,97,PHYLUM,Foissner 1998,
7868482,SPECIES,Australocirrus octonucleatus,eats,Choanozoa,97,PHYLUM,Foissner 1998,
8307655,SPECIES,Australocirrus oscitans,eats,Choanozoa,97,PHYLUM,Foissner 1998,
7644213,SPECIES,Australothrix alwinae,eats,Choanozoa,97,PHYLUM,Foissner 1998,
7520435,SPECIES,Australothrix australis,eats,Choanozoa,97,PHYLUM,Foissner 1998,
8376435,SPECIES,Australothrix steineri,eats,Choanozoa,97,PHYLUM,Foissner 1998,
8280112,SPECIES,Bakuella edaphoni,eats,Choanozoa,97,PHYLUM,Foissner 1998,
7976171,SPECIES,Bakuella pampinaria,eats,Choanozoa,97,PHYLUM,Foissner 1998,
7932878,SPECIES,Birojimia muscorum,eats,Choanozoa,97,PHYLUM,Foissner 1998,
8076891,SPECIES,Birojimia terricola,eats,Choanozoa,97,PHYLUM,Foissner 1998,
7771896,SPECIES,Blepharisma americanum,eats,Choanozoa,97,PHYLUM,Foissner 1998,
8118209,SPECIES,Bresslaua vorax,eats,Choanozoa,97,PHYLUM,Foissner 1998,
7348345,SPECIES,Bresslaua insidiatrix,eats,Choanozoa,97,PHYLUM,Foissner 1998,
8006704,SPECIES,Bresslauides australis australis,eats,Choanozoa,97,PHYLUM,Foissner 1998,
8022899,SPECIES,Bryometopus atypicus,eats,Choanozoa,97,PHYLUM,Foissner 1998,
8222210,SPECIES,Bryometopus hawaiiensis,eats,Choanozoa,97,PHYLUM,Foissner 1998,
7589411,SPECIES,Bryometopus triquetrus,eats,Choanozoa,97,PHYLUM,Foissner 1998,
8312067,SPECIES,Bursaria truncatella,eats,Choanozoa,97,PHYLUM,Foissner 1998,
7635899,SPECIES,Colpoda atra,eats,Choanozoa,97,PHYLUM,Foissner 1998,
7754454,SPECIES,Colpoda colpidiopsis,eats,Choanozoa,97,PHYLUM,Foissner 1998,
