consumer_gbif_key,consumer_rank,consumer_name,interaction_type,resource_name,resource_gbif_key,resource_rank,reference,remark
8181547,SPECIES,Apoamphisiella tihanyiensis,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7429265,SPECIES,Bicoronella costaricana,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7691700,SPECIES,Bresslauides discoideus,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7589411,SPECIES,Bryometopus triquetrus,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7890439,SPECIES,Bryophrya bavariensis,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7922216,SPECIES,Bryophrya rubescens,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
8258099,SPECIES,Bryophyllum loxophylliforme,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7750284,SPECIES,Colpoda flavicans,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7817745,SPECIES,Colpoda praestans,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7552767,SPECIES,Colpoda reniformis,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7874482,SPECIES,Colpoda steinii,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7529940,SPECIES,Euplotes muscicola,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
8290778,SPECIES,Frontonia solea,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7436182,SPECIES,Glaucoma gigantea,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7770058,SPECIES,Holosticha bergeri,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7918817,SPECIES,Holosticha monilata,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7879294,SPECIES,Holosticha multistilata,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7861564,SPECIES,Holosticha sylvatica,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7922505,SPECIES,Holostichides chardezi,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7948573,SPECIES,Keronella gracilis,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7503159,SPECIES,Kuklikophrya ougandae,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7878699,SPECIES,Leptopharynx eurystoma,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7550194,SPECIES,Metopus es,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
8066981,SPECIES,Nassula citrea,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
8129437,SPECIES,Nassula picta,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7356029,SPECIES,Nassula protectissima,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7440403,SPECIES,Nassula terricola,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
8282652,SPECIES,Obertrumia kahli,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
8052477,SPECIES,Orthoamphisiella stramenticola,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
8311950,SPECIES,Oxytricha ottowi,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
8058651,SPECIES,Platyophrya spumacola,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
8255523,SPECIES,Pseudomicrothorax agilis,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
8275599,SPECIES,Pseudomicrothorax dubius,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
8083931,SPECIES,Rostrophrya camerounensis,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7650617,SPECIES,Sterkiella similis,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7965484,SPECIES,Telostomatella ferroi,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
7790494,SPECIES,Thuricola kellicottiana,eats,Cyanobacteria,68,PHYLUM,Foissner 1998,
3204289,SPECIES,Polymyxa graminis,parasiteOf,Cynodon dactylon,6109637,SPECIES,FungalDataBase,
5249953,SPECIES,Waitea circinata,parasiteOf,Cynodon dactylon,6109637,SPECIES,FungalDataBase,
2626969,SPECIES,Olpidium brassicae,parasiteOf,Dactylis,2705307,GENUS,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Dactylis glomerata,2705308,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Dahlia,3093023,GENUS,FungalDataBase,
2130185,SPECIES,Tetranychus urticae,parasiteOf,Dahlia pinnata,5387142,SPECIES,https://www.cabi.org/isc/datasheet/53366,
5262297,SPECIES,Phoma herbarum,parasiteOf,Daucus carota,3034742,SPECIES,FungalDataBase,
2584306,SPECIES,Bisporella citrina,eats,Resource_Decaying_wood,R1,KINGDOM,Funguild,
2566393,SPECIES,Cryphonectria parasitica,eats,Resource_Decaying_wood,R1,KINGDOM,Funguild,
2512861,SPECIES,Guepiniopsis buccina,eats,Resource_Decaying_wood,R1,KINGDOM,Funguild,
9758565,SPECIES,Hymenochaetopsis olivacea,eats,Resource_Decaying_wood,R1,KINGDOM,Funguild,
5258926,SPECIES,Orbicula parietina,eats,Resource_Decaying_wood,R1,KINGDOM,Funguild,
2526774,GENUS,Psathyrella,eats,Resource_Decaying_wood,R1,KINGDOM,Funguild,
5245040,SPECIES,Serpula incrassata,eats,Resource_Decaying_wood,R1,KINGDOM,Funguild,
2523138,SPECIES,Trechispora farinacea,eats,Resource_Decaying_wood,R1,KINGDOM,Funguild,
5262297,SPECIES,Phoma herbarum,parasiteOf,Delphinium,3033687,GENUS,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Dianthus,3085411,GENUS,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Dianthus armeria,3085413,SPECIES,FungalDataBase,
2130185,SPECIES,Tetranychus urticae,parasiteOf,Dianthus caryophyllus,3085420,SPECIES,https://www.cabi.org/isc/datasheet/53366,
5262297,SPECIES,Phoma herbarum,parasiteOf,Digitalis grandiflora,5414992,SPECIES,FungalDataBase,
2130185,SPECIES,Tetranychus urticae,parasiteOf,Diospyros,3030169,GENUS,https://www.cabi.org/isc/datasheet/53366,
9357423,GENUS,Lithobius,eats,Diplura,240,KINGDOM,Lewis (2006) The biology of centipedes,
1419844,GENUS,Forficula,eats,Diptera,811,ORDER,albouy & Caussanel (1990) Faune de France 75.,
4080,FAMILY,Geophilidae,eats,Diptera,811,ORDER,0.1111/oik.04885,
5540,FAMILY,Lithobiidae,eats,Diptera,811,ORDER,0.1111/oik.04885,
9357423,GENUS,Lithobius,eats,Diptera,811,ORDER,Lewis (2006) The biology of centipedes,
1247492,GENUS,Notiophilus,eats,Diptera,811,ORDER,betsi,
4281960,GENUS,Romanomermis,parasiteOf,Diptera,811,ORDER,,
9583,FAMILY,Theridiidae,eats,Diptera,811,ORDER,,
1037288,GENUS,Trechus,eats,Diptera,811,ORDER,betsi,
2188216,GENUS,Uropoda,eats,Diptera,811,ORDER,,
5262297,SPECIES,Phoma herbarum,parasiteOf,Dittrichia viscosa,3101184,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Dolichos lablab,8436786,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Dryas octopetala,4889932,SPECIES,FungalDataBase,
5262297,SPECIES,Phoma herbarum,parasiteOf,Dysoxylum decandrum,3850472,SPECIES,FungalDataBase,
8229102,CLASS,Colpodea,eats,Echinamoebidae,4905099C1,FAMILY,,pred2 assoc au substrat
128048854,KINGDOM,Leptophryidae,eats,Echinamoebidae,4905099C1,FAMILY,,pred2 assoc au substrat
2329C1,FAMILY,Nucleariidae,eats,Echinamoebidae,4905099C1,FAMILY,,pred2 assoc au substrat
7982209,CLASS,Spirotrichea,eats,Echinamoebidae,4905099C1,FAMILY,,pred2 assoc au substrat
6586,FAMILY,Vampyrellidae,eats,Echinamoebidae,4905099C1,FAMILY,,pred2 assoc au substrat
5262297,SPECIES,Phoma herbarum,parasiteOf,Elaeis guineensis,2731882,SPECIES,FungalDataBase,
2130185,SPECIES,Tetranychus urticae,parasiteOf,Elettaria cardamomum,2759871,SPECIES,https://www.cabi.org/isc/datasheet/53366,
3204289,SPECIES,Polymyxa graminis,parasiteOf,Elytrigia repens,2706649,SPECIES,FungalDataBase,
7943637,GENUS,Anoplophrya,parasiteOf,Enchtraeidae,3565,FAMILY,https://www.jstor.org/stable/984805,
374,ORDER,Astigmata,eats,Enchytraeidae,3565,FAMILY,,
7652,FAMILY,Chthoniidae,eats,Enchytraeidae,3565,FAMILY,,
104185528,KINGDOM,Endeostigmata,eats,Enchytraeidae,3565,FAMILY,,
9357423,GENUS,Lithobius,eats,Enchytraeidae,3565,FAMILY,Lewis (2006) The biology of centipedes,
1109,ORDER,Mesostigmata,eats,Enchytraeidae,3565,FAMILY,,
1247492,GENUS,Notiophilus,eats,Enchytraeidae,3565,FAMILY,betsi,
9583,FAMILY,Theridiidae,eats,Enchytraeidae,3565,FAMILY,,
2188216,GENUS,Uropoda,eats,Enchytraeidae,3565,FAMILY,,
374,ORDER,Astigmata,eats,Endeostigmata,104185528,KINGDOM,,
7652,FAMILY,Chthoniidae,eats,Endeostigmata,104185528,KINGDOM,,
104185528,KINGDOM,Endeostigmata,eats,Endeostigmata,104185528,KINGDOM,,
1419844,GENUS,Forficula,eats,Endeostigmata,104185528,KINGDOM,albouy & Caussanel (1990) Faune de France 75.,
4080,FAMILY,Geophilidae,eats,Endeostigmata,104185528,KINGDOM,0.1111/oik.04885,
5540,FAMILY,Lithobiidae,eats,Endeostigmata,104185528,KINGDOM,0.1111/oik.04885,
1109,ORDER,Mesostigmata,eats,Endeostigmata,104185528,KINGDOM,,
1247492,GENUS,Notiophilus,eats,Endeostigmata,104185528,KINGDOM,betsi,
7928292,SPECIES,Amphisiella raptans,eats,Endomyxa,4920651,GENUS,Foissner 1998,
8181547,SPECIES,Apoamphisiella tihanyiensis,eats,Endomyxa,4920651,GENUS,Foissner 1998,
8006704,SPECIES,Bresslauides australis australis,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7893724,SPECIES,Cyrtohymena candens,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7689024,SPECIES,Dileptus margaritifer,eats,Endomyxa,4920651,GENUS,Foissner 1998,
8166778,SPECIES,Frontonia depressa,eats,Endomyxa,4920651,GENUS,Foissner 1998,
8256548,SPECIES,Hemiamphisiella granulifera,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7858582,SPECIES,Holosticha stueberi,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7566514,SPECIES,Lamtostyla abdita,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7549436,SPECIES,Lamtostyla granulifera,eats,Endomyxa,4920651,GENUS,Foissner 1998,
8016841,SPECIES,Notohymena rubescens,eats,Endomyxa,4920651,GENUS,Foissner 1998,
8754583,SPECIES,Oxytricha hengshanensis,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7736897,SPECIES,Oxytricha islandica,eats,Endomyxa,4920651,GENUS,Foissner 1998,
8024317,SPECIES,Oxytricha tricirrata,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7837768,SPECIES,Parafurgasonia sorex,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7761759,SPECIES,Parakahliella macrostoma,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7505865,SPECIES,Paraurostyla granulifera,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7538897,SPECIES,Pseudouroleptus procerus,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7501409,SPECIES,Pseudourostyla franzi,eats,Endomyxa,4920651,GENUS,Foissner 1998,
8159328,SPECIES,Spathidium longicaudatum,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7695846,SPECIES,Sterkiella cavicola,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7815322,SPECIES,Sterkiella histriomuscorum,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7560112,SPECIES,Tachysoma granulifera,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7439614,SPECIES,Tricoronella pulchra,eats,Endomyxa,4920651,GENUS,Foissner 1998,
8199022,SPECIES,Uroleptus lepisma,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7969533,SPECIES,Urosomoida agilis,eats,Endomyxa,4920651,GENUS,Foissner 1998,
8298972,SPECIES,Urosomoida antarctica,eats,Endomyxa,4920651,GENUS,Foissner 1998,
7717324,SPECIES,Urosomoida dorsiincisura,eats,Endomyxa,4920651,GENUS,Foissner 1998,
2130185,SPECIES,Tetranychus urticae,parasiteOf,Enterolobium cyclocarpum,2961150,SPECIES,https://www.cabi.org/isc/datasheet/53366,
7939212,SPECIES,Acineria uncinata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
6145343,SPECIES,Amphisiella binucleata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8034554,SPECIES,Amphisiella polycirrata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7405898,SPECIES,Amphisiella vitiphila,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8181547,SPECIES,Apoamphisiella tihanyiensis,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
4378322,FAMILY,Apusomonadidae,eats,Euglenozoa,41,PHYLUM,,pred1 assoc au substrat
7868482,SPECIES,Australocirrus octonucleatus,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8307655,SPECIES,Australocirrus oscitans,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7644213,SPECIES,Australothrix alwinae,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7520435,SPECIES,Australothrix australis,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8376435,SPECIES,Australothrix steineri,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8280112,SPECIES,Bakuella edaphoni,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7976171,SPECIES,Bakuella pampinaria,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7957238C1,FAMILY,Bicosoecidae,eats,Euglenozoa,41,PHYLUM,,pred1 intercepteur
7932878,SPECIES,Birojimia muscorum,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8076891,SPECIES,Birojimia terricola,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7771896,SPECIES,Blepharisma americanum,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8118209,SPECIES,Bresslaua vorax,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7348345,SPECIES,Bresslaua insidiatrix,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8006704,SPECIES,Bresslauides australis australis,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8022899,SPECIES,Bryometopus atypicus,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8222210,SPECIES,Bryometopus hawaiiensis,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7589411,SPECIES,Bryometopus triquetrus,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8312067,SPECIES,Bursaria truncatella,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
2164,FAMILY,Cercomonadidae,eats,Euglenozoa,41,PHYLUM,,pred1 assoc au substrat
3235907,FAMILY,Chlamydophryidae,eats,Euglenozoa,41,PHYLUM,,pred1 assoc au substrat
7073563,CLASS,Chrysophyceae,eats,Euglenozoa,41,PHYLUM,,pred1 intercepteur
7635899,SPECIES,Colpoda atra,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7754454,SPECIES,Colpoda colpidiopsis,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7364894,SPECIES,Colpoda cucullus,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7559248,SPECIES,Colpoda inflata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7415565,SPECIES,Colpoda magna,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8225326,SPECIES,Condylostoma terricola,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8380259,SPECIES,Coriplites terricola,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7759386,SPECIES,Cyrtobymena muscorum,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7893724,SPECIES,Cyrtohymena candens,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7893724,SPECIES,Cyrtohymena candens,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7640810,SPECIES,Cyrtohymena primicirrata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7968774,SPECIES,Cyrtohymena tetracirrata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7646652,SPECIES,Dileptus americanus,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7907352,SPECIES,Dileptus conspicuus,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7689024,SPECIES,Dileptus margaritifer,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7542108,SPECIES,Drepanomonas revoluta,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
4905099C1,FAMILY,Echinamoebidae,eats,Euglenozoa,41,PHYLUM,,pred1 assoc au substrat
6584,FAMILY,Euglyphidae,eats,Euglenozoa,41,PHYLUM,,pred1 assoc au substrat
8367055,SPECIES,Gonostomum affine,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7846057,SPECIES,Gonostomum kuehnelti,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7620672,GENUS,Halteria grandin,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
2171,FAMILY,Hartmannellidae,eats,Euglenozoa,41,PHYLUM,,pred1 assoc au substrat
8256548,SPECIES,Hemiamphisiella granulifera,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8227189,SPECIES,Hemiamphisiella quadrinucleata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7477764,SPECIES,Hemiamphisiella terricola,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7515415,SPECIES,Hemisincirra wenzeli,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
4900802,FAMILY,Heteromitidae,eats,Euglenozoa,41,PHYLUM,,pred1 assoc au substrat
7770058,SPECIES,Holosticha bergeri,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7876308,SPECIES,Holosticha distyla,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7406837,SPECIES,Holosticha manca,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7879294,SPECIES,Holosticha multistilata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7858582,SPECIES,Holosticha stueberi,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7727825,SPECIES,Jaroschia sumptuosa,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7802550,SPECIES,Kahliella simplex,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7408216,SPECIES,Keronopsis dieckmanni,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7580283,SPECIES,Kuehneltiella terricola,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7566514,SPECIES,Lamtostyla abdita,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7712450,SPECIES,Lamtostyla australis,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7549436,SPECIES,Lamtostyla granulifera,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8429924,SPECIES,Lamtostyla islandica,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7378359,SPECIES,Lamtostyla kirkeniensis,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8178931,SPECIES,Leptopharynx costatus,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
4581,FAMILY,Mallomonadaceae,eats,Euglenozoa,41,PHYLUM,,pred1 intercepteur
7550194,SPECIES,Metopus es,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8699,FAMILY,Myxochloridaceae,eats,Euglenozoa,41,PHYLUM,,pred1 intercepteur
7583500,SPECIES,Notohymena antarctica,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8016841,SPECIES,Notohymena rubescens,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
4579,FAMILY,Ochromonadaceae,eats,Euglenozoa,41,PHYLUM,,pred1 intercepteur
8106520,SPECIES,Odontochlamys alpestris,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8006472,CLASS,Oligohymenophorea,eats,Euglenozoa,41,PHYLUM,,pred1 intercepteur
7625409,SPECIES,Onychodromopsis flexilis,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7892382,SPECIES,Orthoamphisiella franzi,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7545388,SPECIES,Orthoamphisiella grelli,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8307873,SPECIES,Oxytricha auripunctata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8320870,SPECIES,Oxytricha gigantea,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8187489,SPECIES,Oxytricha granulifera,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8187489,SPECIES,Oxytricha granulifera,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8296495,SPECIES,Oxytricha lanceolata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8282405,SPECIES,Oxytricha longigranulosa,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7514676,SPECIES,Oxytricha nauplia,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7687728,SPECIES,Oxytricha opisthomuscorum,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8311950,SPECIES,Oxytricha ottowi,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8111179,SPECIES,Oxytricha setigera,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7551954,SPECIES,Paraholosticha muscicola,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7454029,SPECIES,Parakahliella haideri,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7621887,SPECIES,Paramphisiella caudata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7505865,SPECIES,Paraurostyla granulifera,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8038938,SPECIES,Pattersoniella vitiphila,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
6585,FAMILY,Paulinellidae,eats,Euglenozoa,41,PHYLUM,,pred1 assoc au substrat
7376082,SPECIES,Pelagotrichidium tisiae,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8144973,SPECIES,Plagiocampa caudata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7510368,SPECIES,Plagiocampa difficilis,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7637408,SPECIES,Platyophrya similis,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8058651,SPECIES,Platyophrya spumacola,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8072867,SPECIES,Platyophrya vorax,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7773649,SPECIES,Pleuroplites australis,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8322605,SPECIES,Protospathidium muscicola,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7538897,SPECIES,Pseudouroleptus procerus,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7776664,SPECIES,Rhopalophrya elegans,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
3236046,FAMILY,Salpingoecidae,eats,Euglenozoa,41,PHYLUM,,pred1 intercepteur
9281454,FAMILY,Siluaniidae,eats,Euglenozoa,41,PHYLUM,,pred1 intercepteur
6147376,SPECIES,Spathidium scalpriforme,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
9797892,ORDER,Euglyphida,eats,Euglenozoa,41,PHYLUM,,pred1 assoc au substrat
7426047,SPECIES,Steinia platystoma,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
4920982C1,FAMILY,Stemonitidae,eats,Euglenozoa,41,PHYLUM,,pred1 assoc au substrat
8157265,FAMILY,Stephanoecidae,eats,Euglenozoa,41,PHYLUM,,pred1 intercepteur
7815322,SPECIES,Sterkiella histriomuscorum,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8412563,SPECIES,Sterkiella thompsoni,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7894445,SPECIES,Stylonychia pustulata,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8316594,SPECIES,Stylonychia stylomuscorum,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7560112,SPECIES,Tachysoma granulifera,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7965484,SPECIES,Telostomatella ferroi,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
4378164,FAMILY,Thaumatomastigidae,eats,Euglenozoa,41,PHYLUM,,pred1 assoc au substrat
7439614,SPECIES,Tricoronella pulchra,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
3235224,FAMILY,Trinematidae,eats,Euglenozoa,41,PHYLUM,,pred1 assoc au substrat
8199022,SPECIES,Uroleptus lepisma,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7907886,SPECIES,Uroleptus notabilis,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8283897,SPECIES,Uronema nigricans,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8196207,SPECIES,Urosoma cienkowskii,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
7623590,SPECIES,Urosoma karinae,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
8298972,SPECIES,Urosomoida antarctica,eats,Euglenozoa,41,PHYLUM,Foissner 1998,
9397538,FAMILY,Viridiraptoridae,eats,Euglenozoa,41,PHYLUM,,
8181547,SPECIES,Apoamphisiella tihanyiensis,eats,Euglyphida,9797892,ORDER,Foissner 1998,
8307655,SPECIES,Australocirrus oscitans,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7644213,SPECIES,Australothrix alwinae,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7520435,SPECIES,Australothrix australis,eats,Euglyphida,9797892,ORDER,Foissner 1998,
8280112,SPECIES,Bakuella edaphoni,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7429265,SPECIES,Bicoronella costaricana,eats,Euglyphida,9797892,ORDER,Foissner 1998,
8312067,SPECIES,Bursaria truncatella,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7918976,SPECIES,Cyrtobymena citrina,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7759386,SPECIES,Cyrtobymena muscorum,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7417909,SPECIES,Cyrtohymena australis,eats,Euglyphida,9797892,ORDER,Foissner 1998,
8028830,SPECIES,Dimacrocaryon amphileptoides,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7981508,SPECIES,Hemiamphisiella wilberti,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7933468,SPECIES,Holosticha adami,eats,Euglyphida,9797892,ORDER,Foissner 1998,
8287515,SPECIES,Holosticha australis,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7876308,SPECIES,Holosticha distyla,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7879294,SPECIES,Holosticha multistilata,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7434181,SPECIES,Holosticha muscorum,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7402425,SPECIES,Oxytricha rubripuncta,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7505865,SPECIES,Paraurostyla granulifera,eats,Euglyphida,9797892,ORDER,Foissner 1998,
8038938,SPECIES,Pattersoniella vitiphila,eats,Euglyphida,9797892,ORDER,Foissner 1998,
8058651,SPECIES,Platyophrya spumacola,eats,Euglyphida,9797892,ORDER,Foissner 1998,
7501409,SPECIES,Pseudourostyla franzi,eats,Euglyphida,9797892,ORDER,Foissner 1998,
8191111,SPECIES,Tachysoma humicola,eats,Euglyphida,9797892,ORDER,Foissner 1998,
