"";"P1";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10";"P11";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"P29";"P30"
"P11";0,0700000000000001;0,0753768844221105;0,0880829015544042;0,120418848167539;0,114583333333333;0,126315789473684;0,106598984771574;0,0800000000000001;0,107692307692308;0,0341463414634147;0;0,0824742268041236;0,0714285714285714;0,098901098901099;0,120418848167539;0,114583333333333;0,124324324324324;0,155080213903743;0,0909090909090908;0,101010101010101;0,0547263681592038;0,0851063829787233;0,058252427184466;0,0731707317073171;0,129032258064516;0,0695187165775402;0,0541871921182266;0,0784313725490196;0,0738916256157636;0,0485436893203883
"P12";0,0746268656716416;0,0700000000000001;0,0824742268041236;0,114583333333333;0,119170984455959;0,120418848167539;0,0909090909090908;0,0746268656716416;0,112244897959184;0,0485436893203883;0,0439024390243903;0;0,0618556701030928;0,125;0,123711340206186;0,119170984455959;0,0984455958549222;0,117021276595745;0,054945054945055;0,0575916230366491;0,0714285714285714;0,0714285714285714;0,0746268656716416;0,105263157894737;0,101604278074866;0,0974358974358975;0,0388349514563107;0,0396039603960396;0,0784313725490196;0,0746268656716416
"P13";0,0810810810810811;0,119565217391304;0,101123595505618;0,147727272727272;0,11864406779661;0,154285714285714;0,054945054945055;0,0918918918918918;0,0777777777777777;0,105263157894737;0,121693121693122;0,105263157894737;0;0,120418848167539;0,145833333333333;0,11864406779661;0,138297872340426;0,142857142857143;0,0695187165775402;0,0746268656716416;0,11;0,120418848167539;0,0829268292682928;0,0871794871794871;0,0851063829787233;0,0631578947368421;0,0588235294117647;0,0700000000000001;0,0792079207920793;0,0439024390243903
"P14";0,0526315789473684;0,0793650793650793;0,0491803278688525;0,138121546961326;0,120879120879121;0,133333333333333;0,0695187165775402;0,0526315789473684;0,0918918918918918;0,0769230769230769;0,0927835051546391;0,0871794871794871;0,0726256983240223;0;0,11578947368421;0,120879120879121;0,145833333333333;0,148936170212766;0,0680628272251307;0,0800000000000001;0,0845771144278606;0,107692307692308;0,0679611650485437;0,105527638190955;0,101604278074866;0,11340206185567;0,0792079207920793;0,0618556701030928;0,0634146341463415;0,058252427184466
"P15";0,0721649484536082;0,0984455958549222;0,0802139037433156;0,124324324324324;0,10752688172043;0,108695652173913;0,0680628272251307;0,0618556701030928;0,0687830687830688;0,085427135678392;0,0909090909090908;0,105527638190955;0,0819672131147542;0,053191489361702;0;0,10752688172043;0,139896373056995;0,11578947368421;0,0816326530612246;0,0746268656716416;0,102040816326531;0,122448979591837;0,0439024390243903;0,0490196078431373;0,1005291005291;0,0871794871794871;0,102040816326531;0,0792079207920793;0,0443349753694582;0,0714285714285714
"P16";0,0653266331658291;0,0808080808080809;0,0833333333333333;0,136842105263158;0,151832460732984;0,153439153439153;0,0816326530612246;0,0954773869346734;0,134020618556701;0,0686274509803921;0,0738916256157636;0,0490196078431373;0,106382978723404;0,088082901554404;0,0964467005076142;0;0,114754098360656;0,129533678756477;0,0984455958549222;0,0918918918918918;0,107692307692308;0,0341463414634147;0,121693121693122;0,0547263681592038;0,104166666666667;0,0964467005076142;0,088235294117647;0,0862944162436547;0,0646766169154229;0,0294117647058822
"P17";0,0510204081632653;0,0666666666666667;0,0476190476190477;0,155080213903743;0,138297872340426;0,161290322580645;0,0984455958549222;0,0714285714285714;0,109947643979057;0,0547263681592038;0,0700000000000001;0,0547263681592038;0,102702702702703;0,0526315789473684;0,0824742268041236;0,0552763819095476;0;0,141361256544503;0,123711340206186;0,0526315789473684;0,112244897959184;0,0485436893203883;0,0927835051546391;0,0891089108910892;0,105263157894737;0,0824742268041236;0,0653266331658291;0,0646766169154229;0,0769230769230769;0,0552763819095476
"P18";0,0659898477157361;0,0612244897959184;0,0842105263157895;0,170212765957447;0,153439153439153;0,155080213903743;0,123711340206186;0,106598984771574;0,104166666666667;0,0693069306930694;0,0646766169154229;0,0891089108910892;0,129032258064516;0,0890052356020943;0,0769230769230769;0,0900000000000001;0,0761421319796953;0;0,0769230769230769;0,0618556701030928;0,0777777777777777;0,105263157894737;0,0909090909090908;0,0738916256157636;0,117021276595745;0,0769230769230769;0,083743842364532;0,0693069306930694;0,0640394088669951;0,0738916256157636
"P19";0,0707070707070707;0,0558375634517767;0,0785340314136125;0,121693121693122;0,105263157894737;0,117021276595745;0,0769230769230769;0,0505050505050506;0,0984455958549222;0,083743842364532;0,0792079207920793;0,0738916256157636;0,101604278074866;0,0729166666666667;0,0612244897959182;0,0845771144278606;0,0707070707070707;0,0753768844221105;0;0,0954773869346734;0,0918918918918918;0,0769230769230769;0,0738916256157636;0,0784313725490196;0,0879120879120878;0,0612244897959182;0,0490196078431373;0,0646766169154229;0,0606060606060606;0,0686274509803921
"P20";0,0653266331658291;0,0808080808080809;0,104166666666667;0,126315789473684;0,0890052356020941;0,142857142857143;0,0714285714285714;0,0653266331658291;0,0618556701030928;0,0686274509803921;0,083743842364532;0,0784313725490196;0,0851063829787233;0,088082901554404;0,0761421319796953;0,0891089108910892;0,0653266331658291;0,0700000000000001;0,0646766169154229;0;0,0687830687830688;0,085427135678392;0,0700000000000001;0,0738916256157636;0,11578947368421;0,0761421319796953;0,0761421319796953;0,0600000000000001;0,0693069306930694;0,0707070707070707
"P21";0,0404040404040404;0,0659898477157361;0,0575916230366491;0,142857142857143;0,11578947368421;0,148936170212766;0,0974358974358975;0,0707070707070707;0,0984455958549222;0,0640394088669951;0,0693069306930694;0,0738916256157636;0,101604278074866;0,0625;0,0714285714285712;0,0646766169154229;0,0404040404040404;0,0753768844221105;0,0600000000000001;0,0646766169154229;0;0,0686274509803921;0,0646766169154229;0,0439024390243903;0,113513513513513;0,0714285714285712;0,0707070707070707;0,0693069306930694;0,0640394088669951;0,0777202072538861
"P22";0,0700000000000001;0,0653266331658291;0,0777202072538861;0,120418848167539;0,125;0,11578947368421;0,0659898477157361;0,0700000000000001;0,107692307692308;0,0536585365853659;0,0686274509803921;0,0439024390243903;0,1005291005291;0,0721649484536082;0,101010101010101;0,0541871921182266;0,0600000000000001;0,0845771144278606;0,0693069306930694;0,0640394088669951;0,0792079207920793;0;0,0792079207920793;0,0192307692307692;0,121693121693122;0,101010101010101;0,0653266331658291;0,0536585365853659;0,0338164251207729;0,0761421319796953
"P23";0,0640394088669951;0,0594059405940595;0,0714285714285714;0,123711340206186;0,128205128205128;0,129533678756477;0,0800000000000001;0,0738916256157636;0,121212121212121;0,0576923076923077;0,0628019323671498;0,0192307692307692;0,104166666666667;0,0761421319796953;0,0845771144278606;0,0388349514563107;0,0443349753694582;0,0784313725490196;0,0536585365853659;0,0679611650485437;0,0634146341463415;0,0338164251207729;0;0,0485436893203883;0,11578947368421;0,0845771144278606;0,0404040404040404;0,0738916256157636;0,0536585365853659;0,0808080808080809
"P24";0,0646766169154227;0,05;0,0618556701030928;0,145833333333333;0,139896373056995;0,141361256544503;0,101010101010101;0,0845771144278606;0,0918367346938775;0,058252427184466;0,0634146341463415;0,0485436893203883;0,105263157894737;0,0769230769230769;0,0753768844221105;0,0588235294117647;0,044776119402985;0,0396039603960396;0,0738916256157636;0,0588235294117647;0,0443349753694582;0,0536585365853659;0,0384615384615385;0;0,053191489361702;0,0753768844221105;0,0600000000000001;0,0746268656716418;0,0640394088669951;0,0746268656716416
"P25";0,0653266331658291;0,0808080808080809;0,0833333333333333;0,11578947368421;0,109947643979057;0,121693121693122;0,0918367346938775;0,0552763819095476;0,0824742268041236;0,0490196078431373;0,0443349753694582;0,0588235294117647;0,117021276595745;0,0777202072538858;0,0659898477157361;0,0792079207920793;0,0653266331658291;0,0700000000000001;0,0746268656716418;0,0594059405940595;0,0646766169154229;0,0640394088669951;0,058252427184466;0,0588235294117647;0;0,0659898477157361;0,0443349753694582;0,0769230769230769;0,0761421319796953;0,0731707317073171
"P26";0,0673575129533679;0,0624999999999998;0,075268817204301;0,141304347826087;0,124324324324324;0,136612021857923;0,0947368421052632;0,0777202072538861;0,0851063829787233;0,0707070707070707;0,0659898477157361;0,0909090909090908;0,0879120879120878;0,0695187165775402;0,0680628272251307;0,102040816326531;0,0777202072538861;0,0618556701030928;0,0769230769230769;0,0612244897959184;0,0769230769230769;0,0761421319796953;0,0900000000000001;0,0606060606060606;0,0714285714285714;0;0,044776119402985;0,0640394088669951;0,0634146341463415;0,0776699029126213
"P27";0,0845771144278606;0,0700000000000001;0,0927835051546391;0,09375;0,0984455958549222;0,0890052356020943;0,0909090909090908;0,0547263681592038;0,0714285714285714;0,058252427184466;0,0536585365853659;0,0485436893203883;0,11578947368421;0,0974358974358975;0,0653266331658291;0,088235294117647;0,0746268656716416;0,0792079207920793;0,0640394088669951;0,0588235294117647;0,0640394088669951;0,0634146341463415;0,0480769230769231;0,0485436893203883;0,0294117647058822;0,0707070707070707;0;0,0606060606060606;0,0700000000000001;0,0900000000000001
"P28";0,0510204081632653;0,0666666666666667;0,0687830687830688;0,155080213903743;0,138297872340426;0,161290322580645;0,0880829015544042;0,0714285714285714;0,120418848167539;0,0746268656716416;0,0700000000000001;0,0547263681592038;0,113513513513513;0,0631578947368421;0,0927835051546391;0,0653266331658291;0,0408163265306123;0,0862944162436547;0,0606060606060606;0,0753768844221105;0,0606060606060606;0,0700000000000001;0,0541871921182266;0,0746268656716416;0,0552763819095476;0,0777202072538861;0,0746268656716416;0;0,0784313725490196;0,0646766169154227
"P29";0,0700000000000001;0,085427135678392;0,0880829015544042;0,151832460732984;0,145833333333333;0,157894736842105;0,126903553299492;0,11;0,107692307692308;0,0829268292682928;0,0784313725490196;0,0731707317073171;0,121693121693122;0,11340206185567;0,101010101010101;0,083743842364532;0,0800000000000001;0,0646766169154229;0,0891089108910892;0,0738916256157636;0,0693069306930694;0,0784313725490196;0,0724637681159421;0,0439024390243903;0,0738916256157636;0,0761421319796953;0,0731707317073171;0,0900000000000001;0;0,0536585365853659
"P30";0,0547263681592038;0,0900000000000001;0,0824742268041236;0,145833333333333;0,139896373056995;0,151832460732984;0,101010101010101;0,0845771144278606;0,122448979591837;0,0679611650485437;0,0731707317073171;0,0679611650485437;0,11578947368421;0,0871794871794871;0,085427135678392;0,0490196078431373;0,0646766169154227;0,0693069306930694;0,0640394088669951;0,0784313725490196;0,0640394088669951;0,0536585365853659;0,0480769230769231;0,058252427184466;0,0686274509803921;0,0808080808080809;0,0776699029126213;0,0646766169154227;0,0536585365853659;0
