"";"P1";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10";"P11";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"P29";"P30"
"P11";0,0797462478394479;0,0736676637959629;0,102654924114738;0,236571893105458;0,170602491684609;0,240251066373348;0,1128453785743;0,084575537206885;0,119018379353959;0,0961447640045916;0;0,101207265775688;0,0897034691388872;0,224134575129835;0,234266550947581;0,170602491684609;0,194463315195588;0,280644343665573;0,0982557674756303;0,110659773948657;0,0631837245920707;0,0875739770049125;0,125924431966701;0,08534025484449;0,13561814972878;0,0705517207095892;0,0550165759533549;0,0862045345302189;0,0830898360813866;0,0627097189079515
"P12";0,0814353620428074;0,0667495816637875;0,101207265775688;0,22871525592675;0,181267070009468;0,23577445014369;0,0982557674756303;0,0862438175251873;0,135532182628067;0,115536437100431;0,0429210440850364;0;0,0712431096729883;0,214737881874443;0,238032684154279;0,181267070009468;0,159010252495165;0,233801103816165;0,0670663716685453;0,0723453629607478;0,0871148657703101;0,0873388548303336;0,145543623625551;0,121520452237509;0,1179958757157;0,113171228960039;0,039059950995152;0,0336606218186464;0,0794535202306669;0,0958968878117366
"P13";0,0817850358392803;0,130508044811101;0,125353405148992;0,272984421556713;0,187449832194842;0,282925622638385;0,0670663716685453;0,107572020633938;0,0789297175391052;0,163542739709645;0,135617669901036;0,121520452237509;0;0,236571893105458;0,274912837743699;0,187449832194842;0,207076387793011;0,272557936357939;0,0843845550209129;0,142645021056814;0,132968404739195;0,149791326787888;0,140325118598667;0,101207265775688;0,0897631770936943;0,0769822743382036;0,0715116949833811;0,0749193904612377;0,0952080371719231;0,0444957070154824
"P14";0,049152594167495;0,0842377382480137;0,0640000000000014;0,264908011204155;0,190569329259309;0,263443273674118;0,0843845550209129;0,061983586657775;0,0958771602707996;0,134905450671243;0,102654924114738;0,101207265775688;0,0856718961198353;0;0,229507585451461;0,190569329259309;0,219635256298673;0,279761716950604;0,0824403642588856;0,084575537206885;0,0938711225694199;0,118226087665695;0,122375269187438;0,122844988221548;0,115554911321105;0,119878801574659;0,084108851961784;0,0632354053845993;0,083717903068852;0,0583997665893816
"P15";0,0723770200790145;0,106561140548506;0,0996876579440244;0,252110299942091;0,176319719428584;0,239906725557644;0,0824403642588856;0,0728353871963811;0,0680730429751299;0,145441786275016;0,100836212639593;0,122844988221548;0,0957707653325089;0,0622396575812095;0;0,176319719428584;0,205804605835417;0,232784094870405;0,0844700338985939;0,0862438175251873;0,159018682448167;0,126024862726929;0,0429210440850364;0,048981473904381;0,116344207313903;0,0853057891872925;0,110016485513366;0,085395608627771;0,0537335432628289;0,0835520657537105
"P16";0,0762783663318233;0,0759788118753336;0,099483282363097;0,252510582475013;0,210270094041551;0,264958516190464;0,0844700338985939;0,103097290305409;0,152734579572116;0,13357536430685;0,0771171400376384;0,048981473904381;0,120311526989655;0,099483282363097;0,10945312881541;0;0,230234657057784;0,24499708055742;0,112270844316189;0,107572020633938;0,119018379353959;0,0961447640045916;0,135617669901036;0,0700135144670634;0,121332283320855;0,10945312881541;0,0944711492931068;0,102221349488733;0,0841174327710876;0,0339597686168433
"P17";0,0479736268129615;0,0701348232669;0,0555608497538352;0,283556890824183;0,212844668857276;0,289257428777191;0,112270844316189;0,0888608223921159;0,122202456356361;0,110637233568205;0,0770183934643534;0,0700135144670634;0,114187765670008;0,0555608497538352;0,090762280081353;0,0676362229152473;0;0,270065510551765;0,133100301904333;0,061983586657775;0,135532182628067;0,115536437100431;0,102654924114738;0,0967925480841216;0,115691776552036;0,090762280081353;0,0718726987626588;0,0559174150905014;0,0804991753548494;0,0679152820422181
"P18";0,0668989107800937;0,0710310105170591;0,0898742169721343;0,292472303036448;0,218180368104617;0,280644343665573;0,133100301904333;0,11580187389805;0,100266302687458;0,122597392230182;0,069396100716577;0,0967925480841216;0,13561814972878;0,0898742169721343;0,0763117112223366;0,0947204326847794;0,0759270977312744;0;0,0795846578969449;0,0728353871963811;0,0789297175391052;0,163542739709645;0,100836212639593;0,0785273259863022;0,136086296233805;0,0763117112223366;0,102893825162675;0,0640639244943324;0,0829769185224689;0,0916807849373158
"P19";0,0758995369753405;0,0566883531946237;0,0974009192476258;0,235285110379021;0,162397165263672;0,233801103816165;0,0795846578969449;0,0516239562583476;0,107753605501708;0,149379107058592;0,08534025484449;0,0785273259863022;0,1179958757157;0,0853057891872925;0,0720232445662042;0,0876389547468846;0,0819524595379428;0,0856624493136936;0;0,103097290305409;0,0958771602707996;0,134905450671243;0,0771171400376384;0,100678581659436;0,0917011615488019;0,0720232445662042;0,0646503299846024;0,0722278806720386;0,0703587009057503;0,0765925667950072
"P20";0,0620019053804944;0,0838097262818227;0,118568413563613;0,25652110701574;0,161571074640831;0,272557936357939;0,0835609334677349;0,0846043329612809;0,0676775630129602;0,128439273913104;0,0962014559030704;0,100678581659436;0,0897631770936943;0,0941266364700559;0,0803653310066008;0,104490863870654;0,074017438956162;0,0661783773526263;0,0722278806720386;0;0,0680730429751299;0,145441786275016;0,0770183934643534;0,0945664677354551;0,133871658532939;0,0803653310066008;0,0759270977312744;0,0716003207735946;0,0856164869883688;0,0823234212760966
"P21";0,0464065901400367;0,0715258281926452;0,0693853235187207;0,281172284945043;0,191008652333431;0,279761716950604;0,113608578609011;0,0902242629765766;0,111065943186679;0,122740176823273;0,0871206044176579;0,0945664677354551;0,115554911321105;0,0693853235187207;0,0800457991576137;0,0896131558703531;0,0495489524530996;0,077302698299411;0,0716003207735946;0,0753981169172043;0;0,13357536430685;0,069396100716577;0,0464704398073437;0,136079485894;0,0800457991576137;0,0819524595379428;0,073303198701711;0,0759933791926478;0,100093999557945
"P22";0,0761771956171016;0,0614177958804303;0,0959856690186472;0,234266550947581;0,184376190045793;0,232784094870405;0,0739266960420291;0,0766732286970045;0,124435031423516;0,125341578206442;0,0714789928449439;0,0464704398073437;0,116344207313903;0,0839522003866171;0,117803962822372;0,0550165759533549;0,0705195857445288;0,0916572939023951;0,073303198701711;0,0783023498676606;0,0952080371719231;0;0,08534025484449;0,0199943800187263;0,128939460583358;0,117803962822372;0,074017438956162;0,0571144324425149;0,0325666556701148;0,0761389879077315
"P23";0,0707867867988063;0,0563717775965715;0,0897034691388872;0,238032684154279;0,189453938481368;0,24499708055742;0,082841806864338;0,0827059648579301;0,141265009520777;0,123013023769997;0,0624148202410606;0,0199943800187263;0,121332283320855;0,0897034691388872;0,099969021082918;0,039059950995152;0,05946534038711;0,0862045345302189;0,0571144324425149;0,0843337687604564;0,083717903068852;0,0325666556701148;0;0,0627097189079515;0,1179958757157;0,099969021082918;0,0495489524530996;0,0854654313924086;0,0630757016092439;0,0782815104996211
"P24";0,0638674699886435;0,0505995956062436;0,0712431096729883;0,274912837743699;0,214174846376094;0,270065510551765;0,114512875541558;0,103572080557257;0,0995408584399235;0,115744978926885;0,0694045788970292;0,0627097189079515;0,115691776552036;0,0832853383968399;0,0819141553834594;0,0715116949833811;0,052329576639823;0,0336606218186464;0,0854654313924086;0,0661331732464565;0,0537335432628289;0,0630757016092439;0,052751096261527;0;0,0622396575812095;0,0819141553834594;0,0705195857445288;0,0794558456576587;0,0697921540519136;0,0901147129526388
"P25";0,0708417646731685;0,0793162025370053;0,10279068734861;0,229507585451461;0,171419073913966;0,236666432444607;0,0996475420916895;0,0640601305259679;0,101002016931835;0,115728324343387;0,0434054323475773;0,0679553192813518;0,136086296233805;0,0906866831307167;0,0772552976836168;0,084108851961784;0,0827555053961969;0,0749193904612377;0,0794558456576587;0,0787914904565163;0,0841174327710876;0,0697921540519136;0,0648336042340768;0,0748332118517209;0;0,0772552976836168;0,05946534038711;0,0901555007025249;0,0888493749145233;0,0905554040678825
"P26";0,0606377499601508;0,0648541838277951;0,0831118325918923;0,268745367409433;0,194463315195588;0,267301114894404;0,109060636825845;0,09136838750519;0,0875739770049125;0,129254642467403;0,0777006539538138;0,105815941691427;0,0917011615488019;0,0705517207095892;0,0689029751129213;0,110016485513366;0,079109592184197;0,0632354053845993;0,0901555007025249;0,0627782807892211;0,0804991753548494;0,0888493749145233;0,100375347451102;0,0586352686584327;0,0835520657537105;0;0,052329576639823;0,0672035450460426;0,0690058503879651;0,0870201616914963
"P27";0,0930078299225826;0,0667495816637875;0,113171228960039;0,208238669800915;0,159010252495165;0,205000266928003;0,0982557674756303;0,0631837245920707;0,0873388548303336;0,125924431966701;0,0541807965075659;0,056022408963579;0,133871658532939;0,113171228960039;0,0761412271950754;0,0944711492931068;0,0932269056816121;0,085395608627771;0,0672035450460426;0,0778023611611079;0,0829769185224689;0,0690058503879651;0,0531680540378355;0,0627097189079515;0,0339597686168433;0,0823234212760966;0;0,0715129841445288;0,0805417128031629;0,113525792720054
"P28";0,056801195814646;0,0714234145475815;0,0893510210807403;0,27349148036072;0,207076387793011;0,2809224844965;0,0998119696287194;0,0871148657703101;0,149791326787888;0,145543623625551;0,0812000452362258;0,0669697771930896;0,136079485894;0,0769822743382036;0,111593601343968;0,0718726987626588;0,0569691515989821;0,102221349488733;0,0715129841445288;0,100408126577512;0,0703587009057503;0,0805417128031629;0,06364997256531;0,0958968878117366;0,0679152820422181;0,100093999557945;0,0901147129526388;0;0,0911230173588435;0,0802860898061547
"P29";0,0722258296521014;0,0851490799707287;0,0954733610637298;0,285573253481949;0,219635256298673;0,284181110335395;0,144622640044442;0,132968404739195;0,118226087665695;0,140325118598667;0,0946396019884799;0,0905554040678825;0,128939460583358;0,119878801574659;0,105530558033029;0,102893825162675;0,0872107532295407;0,0559174150905014;0,0966622272610722;0,0830898360813866;0,0856164869883688;0,0911230173588435;0,0856480399652874;0,0444957070154824;0,0916807849373158;0,0761389879077315;0,0905554040678825;0,113525792720054;0;0,0548143112715678
"P30";0,0510424042673992;0,0930815494448317;0,0853057891872925;0,278440578190586;0,205804605835417;0,277040319176426;0,110659773948657;0,0938711225694199;0,126024862726929;0,122375269187438;0,08534025484449;0,0756963807512367;0,1179958757157;0,0853057891872925;0,0838258106130578;0,0646503299846024;0,0658206337470768;0,0640639244943324;0,0701001430615142;0,0794535202306669;0,0759933791926478;0,059068224795441;0,0543206974275293;0,0583997665893816;0,0765925667950072;0,0782815104996211;0,0870201616914963;0,0802860898061547;0,0548143112715678;0
