"";"keys";"names";"trophic_group"
"831";"7628767";"Archaeorhizomyces";2
"832";"7630327";"Fridericia isseli";16
"833";"7634";"Tipulidae";4
"834";"7639807";"Martelella endophytica";15
"835";"7641695";"Pluteus phlebophorus";2
"836";"7642033";"Dongia";15
"837";"7650175";"Gaiella";15
"838";"7668387";"Pseudovorticella punctata";16
"839";"7675640";"Singulisphaera rosea";15
"840";"7675782";"Stigmatella";15
"841";"7680285";"Urostyla grandis";12
"842";"7691700";"Bresslauides discoideus";12
"843";"7703764";"Flavisolibacter rigui";15
"844";"7715336";"Saccharibacillus";15
"845";"7717";"Solanaceae";9
"846";"7728833";"Rudaea";15
"847";"7735326";"Tachysoma pellionellum";16
"848";"7736279";"Aeromicrobium panaciterrae";15
"849";"7737552";"Vertagopus";4
"850";"7765764";"Sphingomonas changbaiensis";15
"851";"7766976";"Spathidium simplinucleatum";16
"852";"7779390";"Phialina salinarum";16
"853";"7784418";"Anteholosticha gracilis";16
"854";"7787296";"Meseres corlissi";16
"855";"7787742";"Platyophrya";10
"856";"7787742C1";"Platyophrya bromelicola";10
"857";"7789319";"Blepharisma";16
"858";"7794229";"Demequinaceae";15
"859";"7799711";"Canavalia ensiformis";9
"860";"7807526";"Bodo";3
"861";"7809";"Planctomycetaceae";15
"862";"7814";"Bradyrhizobiaceae";15
"863";"7815";"Hyphomicrobiaceae";15
"864";"7816";"Methylobacteriaceae";15
"865";"7816034";"Spathidiidae";16
"866";"7817";"Phyllobacteriaceae";15
"867";"7818";"Rhizobiaceae";15
"868";"7834375";"Amphileptus";16
"869";"7842856";"Amplimerlinius";7
"870";"7862147";"Granulicella paludicola";15
"871";"7866880";"Euplotes balteatus";16
"872";"7870834";"Archaeorhizomyces finlayi";2
"873";"7879018";"Palaeospora spainiae";2
"874";"7891174";"Amphileptidae";16
"875";"7891973";"Kineosporia";15
"876";"7892291";"Angustibacter luteus";15
"877";"7897345";"Tetrahymena";16
"878";"7902508";"Pseudochilodonopsis";16
"879";"7904860";"Caudiholosticha sylvatica";16
"880";"7913878";"Fistulifera";4
"881";"7917666";"Terrimonas arctica";15
"882";"7940377";"Thiohalospira";15
"883";"7940383";"Vorticella campanula";16
"884";"7945561";"Staphylococcus";15
"885";"7951037";"Ohtaekwangia";15
"886";"7957501";"Dileptus microstoma";16
"887";"7958515";"Lacrymariidae";16
"888";"7960295";"Pseudoplatyophrya nana";5
"889";"7962370";"Streptomyces abietis";15
"890";"7966900";"Cyphellophora sessilis";2
"891";"7989755";"Fuscheria";16
"892";"7990941C1";"Pentapharsodinium tyrrhenicum";4
"893";"8001169";"Woronina pythii";16
"894";"8002263";"Georgfuchsia toluolica";15
"895";"8003630";"Rhizophagus intraradices";2
"896";"8005235";"Chitinophaga oryziterrae";15
"897";"8011702";"Athous";4
"898";"8011754";"Ferrimicrobium";15
"899";"8018537";"Mycobacterium";15
"900";"8041250";"Lacrymaria marina";16
"901";"8045705C1";"Syncystis mirabilis";16
"902";"8065748";"Codosiga";16
"903";"8066383";"Actinoallomurus";15
"904";"8072867";"Platyophrya vorax";1
"905";"8079935";"Nitrososphaera";3
"906";"8079935C1";"Candidatus Nitrososphaera gargensis";3
"907";"8084084";"Cultellothrix lionotiformis";16
"908";"8085";"Nocardiaceae";15
"909";"8087";"Nocardioidaceae";15
"910";"8090887";"Anteholosticha monilata";16
"911";"8091";"Streptomycetaceae";15
"912";"8098413";"Bryometopus pseudochilodon";6
"913";"8099";"Flavobacteriaceae";15
"914";"8103";"Sphingobacteriaceae";15
"915";"8108604";"Bryometopus sphagni";11
"916";"8113";"Bacillaceae";15
"917";"8118209";"Bresslaua vorax";1
"918";"8132662";"Solitalea";15
"919";"8136143";"Colpoda";10
"920";"8138815";"Dokdonella ginsengisoli";15
"921";"8139865";"Archaeorhizomyces borealis";2
"922";"8142015";"Fridericia connata";16
"923";"8161409";"Lumbricus friendi";4
"924";"8161533";"Vorticellidae";16
"925";"8165311";"Gonostomum namibiense";16
"926";"8167254";"Anteholosticha";16
"927";"8167254C1";"Anteholosticha rectangula";16
"928";"8171593";"Tomentella";2
"929";"8198844C1";"Leptopharynx bromelicola";16
"930";"8212596";"Gonostomum strenuum";16
"931";"8232225";"Caulobacter profundus";15
"932";"8236668";"Cyrtolophosididae";10
"933";"8246938";"Cultellothrix coemeterii";16
"934";"8254023";"Anoplophrya marylandensis";16
"935";"8255496";"Pedobacter luteus";15
"936";"8255906";"Heterophrys";16
"937";"8265293";"Achaeta affinis";16
"938";"8267652";"Paratylenchus microdorus";16
"939";"8280877C1";"Protocyclidium sinica";16
"940";"8282501";"Tuber";2
"941";"8286767";"Rudaea cellulosilytica";15
"942";"8289527";"Gonostomum";16
"943";"8292626";"Bdellovibrio exovorus";15
"944";"8294946";"Homalogastra setosa";6
"945";"8299209";"Vaucheria terrestris";4
"946";"8312129";"Mayamaea";4
"947";"8317892";"Rhizomicrobium";15
"948";"8324907C1";"Monocystis agilis";10
"949";"8332724";"Protaspis";16
"950";"8353847";"Sediminibacterium";15
"951";"8354269";"Phaselicystis";15
"952";"8360084";"Mykophagophrys terricola";5
"953";"8360645";"Sphingomonas fennica";15
"954";"8365682C1";"Peregrinia clavideferens";16
"955";"8369786";"Hygrocybe reidii";2
"956";"8370031";"Gaiella occulta";15
"957";"8374779";"Euplotes trisulcatus";16
"958";"8380316";"Caudiholosticha";16
"959";"8387843";"Epispathidium";16
"960";"8391327";"Achaeta bifollicula";16
"961";"8392425";"Steroidobacter";15
"962";"8408880";"Thiobacillus";15
"963";"8410027";"Euplotes";16
"964";"8410027C1";"Euplotes qatarensis";16
"965";"8420648";"Monosiga ovata";16
"966";"8423927";"Epispathidium terricola";12
"967";"8630017";"Cedrus";9
"968";"8657939";"Acrospermum gramineum";2
"969";"8701";"Botryidiopsidaceae";4
"970";"8702";"Botryochloridaceae";4
"971";"8736";"Bryaceae";4
"972";"8742";"Mniaceae";4
"973";"8750602";"Achaeta unibulba";16
"974";"8766080";"Peziza";2
"975";"8795";"Scenedesmaceae";4
"976";"8816";"Chlamydomonadaceae";4
"977";"8867112";"Ferruginibacter paludis";15
"978";"8876572";"Fridericia tuberosa";16
"979";"8886828";"Edaphobacter dinghuensis";15
"980";"8891999";"Friesea grisea";4
"981";"8922158";"Chamaedrilus aff. sphagnetorum C SM-2014";16
"982";"8926";"Sphingomonadaceae";15
"983";"8927";"Oxalobacteraceae";15
"984";"8929";"Methylophilaceae";15
"985";"8931";"Rhodocyclaceae";15
"986";"8940667";"Protaspis obliqua";16
"987";"8941";"Desulfuromonadaceae";15
"988";"8944";"Myxococcaceae";15
"989";"8951948";"Orciraptor agilis";16
"990";"9044526";"Acrospermum";2
"991";"9053167";"Fridericia sylvatica";16
"992";"9171551C1";"Neobodo designis";3
"993";"9180955";"Herpetomonas";3
"994";"9206251";"Helianthus annuus";9
"995";"9221087";"Achillea millefolium";9
"996";"9330269";"Altererythrobacter buctense";15
"997";"9345269";"Vorticellides";16
"998";"9375673";"Sclerostagonospora";2
"999";"9381748C1";"Articulospora proliferata";2
"1000";"9395544";"Rubrobacter";15
"1001";"9397538";"Viridiraptoridae";10
"1002";"9405333";"Sediminibacterium aquarii";15
"1003";"9407921";"Actinomyces";15
"1004";"9422198";"Pseudaphelenchus";5
"1005";"9426362";"Allovahlkampfia";10
"1006";"9430745";"Chamaedrilus aff. glandulosus A SM-2014";16
"1007";"9467085";"Mucor";2
"1008";"9473002";"Euduboscquella";4
"1009";"9530095C1";"Platyreta germanica";10
"1010";"9545";"Verrucomicrobiaceae";15
"1011";"9571613";"Phenylobacterium";15
"1012";"9572544";"Basiria";7
"1013";"9577926";"Planctomyces";15
"1014";"9582951";"Nocardia";15
"1015";"9598872";"Neourostylopsis";16
"1016";"9623011";"Penicillium";2
"1017";"9659532";"Filobasidium stepposum";2
"1018";"9676124";"Phyllobacterium";15
"1019";"9690045";"Itersonilia pannonica";2
"1020";"9697977";"Diversispora varaderana";2
"1021";"9703717";"Thaumatomonas";3
"1022";"9744773";"Hodophilus hymenocephalus";2
"1023";"9758565";"Hymenochaetopsis olivacea";2
"1024";"9762970";"Ochromonas";3
"1025";"9762970C1";"Ochromonas vasocystis";3
"1026";"9806438";"Lumbricus";4
"1027";"9815647";"Epistylis";16
